기준_년분기_코드,행정동_코드,행정동_코드_명,당월_매출_금액,당월_매출_건수,점포_수,총_유동인구_수,주요_상권유형,연도,분기
20221,11215770,중곡4동,1645066304.0,213454,4,7024905,골목상권,2022,1
20221,11215780,능동,1090849062.0,165660,5,2383544,골목상권,2022,1
20221,11215810,광장동,2590872444.0,336535,2,6128337,골목상권,2022,1
20221,11215820,자양1동,2666659601.0,386552,4,8481450,골목상권,2022,1
20221,11215830,자양2동,1433400633.0,192793,10,5532097,골목상권,2022,1
20221,11215840,자양3동,2925797338.0,345656,6,7343755,골목상권,2022,1
20221,11215847,자양4동,2842292446.0,435301,3,8027066,전통시장,2022,1
20221,11215850,구의1동,1683357334.0,242281,9,8689227,골목상권,2022,1
20221,11215860,구의2동,1844290761.0,260285,4,5627583,골목상권,2022,1
20221,11215870,구의3동,3839723796.0,472879,7,6761670,발달상권,2022,1
20221,11230536,용신동,6377168403.0,934715,10,14227402,골목상권,2022,1
20221,11230545,제기동,3290597446.0,451800,3,12183989,전통시장,2022,1
20221,11230560,전농1동,3731412813.0,502159,10,11158480,골목상권,2022,1
20221,11230570,전농2동,722255200.0,120703,4,2599181,골목상권,2022,1
20221,11230600,답십리1동,1435815948.0,188832,7,7140851,골목상권,2022,1
20221,11230610,답십리2동,1349807905.0,175908,4,7342302,골목상권,2022,1
20221,11230650,장안1동,8203764274.0,1004855,14,8844722,골목상권,2022,1
20221,11230660,장안2동,3310949312.0,431201,6,7484255,골목상권,2022,1
20221,11230705,청량리동,1580728350.0,223313,4,6109446,골목상권,2022,1
20221,11230710,회기동,944580686.0,137769,7,4980832,골목상권,2022,1
20221,11230720,휘경1동,1773314435.0,167096,7,5474295,골목상권,2022,1
20221,11230730,휘경2동,1468519221.0,203199,2,5079630,골목상권,2022,1
20221,11230740,이문1동,4465201429.0,645316,6,8862960,골목상권,2022,1
20221,11230750,이문2동,519797833.0,73465,3,4240604,전통시장,2022,1
20221,11260520,면목2동,660650494.0,73827,5,6206844,골목상권,2022,1
20221,11260540,면목4동,1375575066.0,177355,3,5470900,골목상권,2022,1
20221,11260550,면목5동,377202088.0,47217,0,2729855,골목상권,2022,1
20221,11260565,면목본동,4227552639.0,557567,5,10123527,골목상권,2022,1
20221,11260570,면목7동,3803254257.0,479021,4,7948026,골목상권,2022,1
20221,11260575,면목3·8동,1804803539.0,258080,2,6169855,골목상권,2022,1
20221,11260580,상봉1동,653271361.0,96633,12,5300319,골목상권,2022,1
20221,11260590,상봉2동,4812125397.0,548496,6,7323409,골목상권,2022,1
20221,11260600,중화1동,426479924.0,56882,3,5994408,골목상권,2022,1
20221,11260610,중화2동,1509800835.0,224566,3,8027729,골목상권,2022,1
20221,11260620,묵1동,941741465.0,128327,4,7603744,골목상권,2022,1
20221,11260630,묵2동,81855902.0,10869,3,6144818,골목상권,2022,1
20221,11260655,망우본동,4215722482.0,554788,10,10706850,골목상권,2022,1
20221,11260660,망우3동,566984295.0,73133,2,4690144,골목상권,2022,1
20221,11260680,신내1동,289386635.0,44975,6,5860904,골목상권,2022,1
20221,11260690,신내2동,66000000.0,3590,1,2099907,전통시장,2022,1
20221,11290525,성북동,677793476.0,99176,7,4301187,골목상권,2022,1
20221,11290555,삼선동,2694691999.0,376866,3,10047696,골목상권,2022,1
20221,11290575,동선동,1220484518.0,201835,5,8596879,골목상권,2022,1
20221,11290580,돈암1동,387976299.0,48649,1,2876664,미분류,2022,1
20221,11290600,안암동,2848416514.0,501248,7,6236363,골목상권,2022,1
20221,11290610,보문동,462377238.0,55242,2,5632820,골목상권,2022,1
20221,11290620,정릉1동,1093519661.0,150728,4,5146489,골목상권,2022,1
20221,11290630,정릉2동,668383165.0,72607,3,5962774,골목상권,2022,1
20221,11290640,정릉3동,1746728773.0,224513,2,2989513,골목상권,2022,1
20221,11290650,정릉4동,1701996433.0,219803,0,3387907,골목상권,2022,1
20221,11290660,길음1동,187426057.0,27646,2,6543237,골목상권,2022,1
20221,11290685,길음2동,884978084.0,151743,2,4618415,골목상권,2022,1
20221,11290705,종암동,911553403.0,141995,0,10955670,골목상권,2022,1
20221,11290715,월곡1동,1098729933.0,130084,2,7032896,골목상권,2022,1
20221,11290725,월곡2동,1583980664.0,213464,4,6237100,골목상권,2022,1
20221,11290760,장위1동,1645936714.0,201360,0,6999341,골목상권,2022,1
20221,11290770,장위2동,230761903.0,28748,0,5030450,골목상권,2022,1
20221,11290810,석관동,2534459734.0,339364,4,10062873,골목상권,2022,1
20221,11305534,삼양동,767197913.0,98707,0,12180015,골목상권,2022,1
20221,11305535,미아동,2133137160.0,304741,10,7454425,골목상권,2022,1
20221,11305545,송중동,2527413705.0,340058,4,12633692,골목상권,2022,1
20221,11305555,송천동,2543348421.0,291054,5,12738608,골목상권,2022,1
20221,11305575,삼각산동,369355961.0,47005,2,3363884,골목상권,2022,1
20221,11305595,번1동,2893958904.0,393240,4,7079291,골목상권,2022,1
20221,11305603,번2동,886916124.0,106618,0,3542107,골목상권,2022,1
20221,11305608,번3동,732603234.0,97737,3,3660414,골목상권,2022,1
20221,11305615,수유1동,2388989695.0,300324,6,6741933,골목상권,2022,1
20221,11305625,수유2동,2095770612.0,281737,4,6283647,골목상권,2022,1
20221,11305635,수유3동,4876051630.0,694622,8,10654557,골목상권,2022,1
20221,11305645,우이동,1191752325.0,170359,4,4170549,골목상권,2022,1
20221,11305660,인수동,2235288556.0,289884,3,9367179,골목상권,2022,1
20221,11320511,창1동,1756817677.0,269138,0,4722612,골목상권,2022,1
20221,11320512,창2동,2885922624.0,385022,4,10486143,골목상권,2022,1
20221,11320513,창3동,477210638.0,49229,3,4153623,골목상권,2022,1
20221,11320514,창4동,1139396870.0,183051,5,3697648,골목상권,2022,1
20221,11320515,창5동,2886960672.0,382909,5,4555767,골목상권,2022,1
20221,11320521,도봉1동,3303969421.0,445386,8,3776409,골목상권,2022,1
20221,11320522,도봉2동,166570459.0,23233,2,3600088,골목상권,2022,1
20221,11320660,쌍문1동,1880878861.0,257892,4,5192720,골목상권,2022,1
20221,11320670,쌍문2동,626445236.0,82750,2,4513348,골목상권,2022,1
20221,11320680,쌍문3동,879294217.0,115340,4,5195528,골목상권,2022,1
20221,11320681,쌍문4동,296824527.0,49598,1,3075115,골목상권,2022,1
20221,11320690,방학1동,3628368151.0,508288,2,7219773,골목상권,2022,1
20221,11320700,방학2동,1702916269.0,232693,2,3099673,골목상권,2022,1
20221,11320710,방학3동,1107708530.0,151526,3,3696217,골목상권,2022,1
20221,11350560,월계1동,1472505848.0,212236,10,5023628,골목상권,2022,1
20221,11350570,월계2동,248464543.0,41943,1,4042892,골목상권,2022,1
20221,11350580,월계3동,199732547.0,30454,1,2883261,미분류,2022,1
20221,11350595,공릉1동,3218738419.0,479309,5,11518654,골목상권,2022,1
20221,11350600,공릉2동,2854749600.0,544298,10,7902971,골목상권,2022,1
20221,11350611,하계1동,1867905640.0,308083,4,3812631,골목상권,2022,1
20221,11350612,하계2동,102104000.0,14299,0,2930802,미분류,2022,1
20221,11350619,중계본동,1924417025.0,237055,2,4373887,골목상권,2022,1
20221,11350621,중계1동,523558051.0,100768,2,4258648,미분류,2022,1
20221,11350624,중계4동,970126327.0,142057,5,3099970,골목상권,2022,1
20221,11350625,중계2·3동,1956319336.0,225594,1,4614436,전통시장,2022,1
20221,11350630,상계1동,2576016134.0,322121,2,7786893,골목상권,2022,1
20221,11350640,상계2동,2787829613.0,449118,7,11236425,골목상권,2022,1
20221,11350665,상계3·4동,996449075.0,156815,5,8670137,골목상권,2022,1
20221,11350670,상계5동,750099637.0,104574,4,6910620,골목상권,2022,1
20221,11350695,상계6·7동,3387527073.0,499098,6,6639462,발달상권,2022,1
20221,11350700,상계8동,184587895.0,30769,0,952758,미분류,2022,1
20221,11350710,상계9동,171828573.0,28555,1,1985115,발달상권,2022,1
20221,11380510,녹번동,1283736818.0,188738,7,7361715,골목상권,2022,1
20221,11380520,불광1동,3847352204.0,323145,8,6005641,골목상권,2022,1
20221,11380530,불광2동,1462227633.0,208679,1,6031006,골목상권,2022,1
20221,11380551,갈현1동,1643318141.0,228501,9,7967560,골목상권,2022,1
20221,11380552,갈현2동,2402178494.0,328314,5,6533057,골목상권,2022,1
20221,11380560,구산동,2433709912.0,322332,4,5590110,골목상권,2022,1
20221,11380570,대조동,2386282622.0,312846,7,10298654,골목상권,2022,1
20221,11380580,응암1동,3021676052.0,200312,5,6298106,골목상권,2022,1
20221,11380590,응암2동,1648503415.0,226774,3,3750117,골목상권,2022,1
20221,11380600,응암3동,4693509768.0,620717,9,7656970,골목상권,2022,1
20221,11380625,역촌동,3427376620.0,445532,7,13081272,골목상권,2022,1
20221,11380631,신사1동,2163455121.0,287479,3,6815661,골목상권,2022,1
20221,11380632,신사2동,928021824.0,125757,5,3715492,골목상권,2022,1
20221,11380640,증산동,575064609.0,83491,5,3261881,골목상권,2022,1
20221,11380690,진관동,1215364708.0,119102,8,7641229,골목상권,2022,1
20221,11410555,북아현동,1045069039.0,141185,0,16197860,골목상권,2022,1
20221,11410565,충현동,2651795133.0,398578,5,9883004,골목상권,2022,1
20221,11410585,신촌동,7182274567.0,1001767,22,9695235,골목상권,2022,1
20221,11410615,연희동,4689040696.0,567092,11,8631034,골목상권,2022,1
20221,11410620,홍제1동,1074202911.0,150654,0,5856107,골목상권,2022,1
20221,11410640,홍제3동,1389214104.0,193573,2,4213451,골목상권,2022,1
20221,11410655,홍제2동,121446193.0,21208,2,2791715,미분류,2022,1
20221,11410660,홍은1동,1165920769.0,164280,2,3895420,전통시장,2022,1
20221,11410685,홍은2동,1309528463.0,199091,8,4579117,골목상권,2022,1
20221,11410700,남가좌2동,1172303713.0,152255,2,5888602,골목상권,2022,1
20221,11410710,북가좌1동,1057595252.0,144253,1,2904309,골목상권,2022,1
20221,11410720,북가좌2동,2717497114.0,359254,2,13695532,골목상권,2022,1
20221,11440555,아현동,705401337.0,85931,3,6074686,골목상권,2022,1
20221,11440565,공덕동,1548524682.0,221378,9,14056034,골목상권,2022,1
20221,11440585,도화동,1098418802.0,158116,4,3889125,골목상권,2022,1
20221,11440590,용강동,2971392033.0,406227,7,7359856,골목상권,2022,1
20221,11440600,대흥동,5292497543.0,758293,3,7325154,골목상권,2022,1
20221,11440610,염리동,849587402.0,134330,7,3365752,골목상권,2022,1
20221,11440630,신수동,489143240.0,74123,0,5562192,골목상권,2022,1
20221,11440655,서강동,2920092231.0,429595,7,6024989,골목상권,2022,1
20221,11440660,서교동,18378856755.0,2323485,34,15454356,골목상권,2022,1
20221,11440680,합정동,3385937327.0,446283,8,5369335,골목상권,2022,1
20221,11440690,망원1동,1554841682.0,215672,9,7130604,골목상권,2022,1
20221,11440700,망원2동,2544981136.0,291145,6,6380099,골목상권,2022,1
20221,11440710,연남동,1533328882.0,209747,8,6805240,골목상권,2022,1
20221,11440720,성산1동,2351599808.0,317822,5,6295800,골목상권,2022,1
20221,11440730,성산2동,4396072733.0,556746,2,7535517,골목상권,2022,1
20221,11440740,상암동,4922701594.0,664339,12,5094792,발달상권,2022,1
20221,11470510,목1동,2827254394.0,525803,10,5241930,발달상권,2022,1
20221,11470520,목2동,2111344294.0,292038,7,7460396,골목상권,2022,1
20221,11470530,목3동,1897240741.0,280359,3,4910399,골목상권,2022,1
20221,11470540,목4동,1903404040.0,258114,6,6132136,골목상권,2022,1
20221,11470550,목5동,2259055385.0,396010,1,4996205,미분류,2022,1
20221,11470560,신월1동,1397849077.0,184983,3,4525591,골목상권,2022,1
20221,11470570,신월2동,782992531.0,108023,1,4419350,골목상권,2022,1
20221,11470580,신월3동,1367209022.0,179061,1,2998233,골목상권,2022,1
20221,11470590,신월4동,1548613462.0,214792,3,3466225,골목상권,2022,1
20221,11470600,신월5동,1198475598.0,156784,3,1988706,골목상권,2022,1
20221,11470610,신월6동,261210824.0,33616,3,1082712,골목상권,2022,1
20221,11470611,신월7동,787957147.0,99066,4,2177857,골목상권,2022,1
20221,11470620,신정1동,1598539116.0,195057,2,3987508,골목상권,2022,1
20221,11470630,신정2동,785612854.0,115307,4,3791650,골목상권,2022,1
20221,11470640,신정3동,1163855808.0,178306,5,7439277,골목상권,2022,1
20221,11470650,신정4동,4353002431.0,600979,12,10814253,골목상권,2022,1
20221,11470670,신정6동,290644688.0,51399,3,2236511,미분류,2022,1
20221,11470680,신정7동,2529979028.0,264238,3,3333059,골목상권,2022,1
20221,11500510,염창동,3765362844.0,507807,7,8393946,골목상권,2022,1
20221,11500520,등촌1동,6324590335.0,871212,4,5674412,골목상권,2022,1
20221,11500530,등촌2동,175194771.0,25022,1,3902583,골목상권,2022,1
20221,11500535,등촌3동,2398456412.0,356132,7,6766364,골목상권,2022,1
20221,11500540,화곡1동,10240286626.0,1267202,10,16683095,골목상권,2022,1
20221,11500550,화곡2동,885126963.0,107718,2,3562788,골목상권,2022,1
20221,11500560,화곡3동,640527184.0,91467,5,3847126,골목상권,2022,1
20221,11500570,화곡4동,2423772159.0,305475,2,4662375,골목상권,2022,1
20221,11500590,화곡본동,1591645206.0,202951,5,8908745,골목상권,2022,1
20221,11500591,화곡6동,3884784511.0,449561,10,5162412,골목상권,2022,1
20221,11500593,화곡8동,1077347618.0,131028,3,7919315,골목상권,2022,1
20221,11500603,가양1동,7895278700.0,1052009,13,3578127,골목상권,2022,1
20221,11500604,가양2동,2718407159.0,322717,1,2073862,미분류,2022,1
20221,11500605,가양3동,323344332.0,49746,2,1673800,골목상권,2022,1
20221,11500611,발산1동,2444516771.0,307315,8,5495476,골목상권,2022,1
20221,11500615,우장산동,3644944964.0,472709,11,6533428,골목상권,2022,1
20221,11500620,공항동,2006211481.0,289766,9,5901273,골목상권,2022,1
20221,11500630,방화1동,5221807179.0,753734,6,7595315,골목상권,2022,1
20221,11500640,방화2동,2396762943.0,253458,9,4779614,골목상권,2022,1
20221,11500641,방화3동,1138496987.0,177250,7,3140668,골목상권,2022,1
20221,11530510,신도림동,1342455275.0,221275,13,6209823,골목상권,2022,1
20221,11530520,구로1동,672039800.0,80102,2,2174719,미분류,2022,1
20221,11530530,구로2동,1610134057.0,199965,6,9180599,골목상권,2022,1
20221,11530540,구로3동,8617094594.0,1275271,15,7024556,골목상권,2022,1
20221,11530550,구로4동,2047465991.0,304456,5,7093746,골목상권,2022,1
20221,11530560,구로5동,3064790051.0,385054,8,6751342,골목상권,2022,1
20221,11530595,가리봉동,1737511496.0,223477,5,3240399,골목상권,2022,1
20221,11530720,고척1동,1016961673.0,143242,6,4562820,골목상권,2022,1
20221,11530730,고척2동,1063017031.0,150438,6,6047461,골목상권,2022,1
20221,11530740,개봉1동,1159538942.0,115596,7,7857987,골목상권,2022,1
20221,11530750,개봉2동,486635991.0,77682,2,3944309,골목상권,2022,1
20221,11530760,개봉3동,1053216789.0,140747,0,3812725,골목상권,2022,1
20221,11530770,오류1동,8079257313.0,839195,6,3751304,골목상권,2022,1
20221,11530780,오류2동,1175316384.0,170267,6,5511581,골목상권,2022,1
20221,11530790,수궁동,673304622.0,99324,7,1838777,골목상권,2022,1
20221,11545510,가산동,22000588464.0,3255131,22,4893747,골목상권,2022,1
20221,11545610,독산1동,4023501501.0,538760,8,4711146,골목상권,2022,1
20221,11545620,독산2동,997624408.0,126216,4,4055375,골목상권,2022,1
20221,11545630,독산3동,1190383155.0,150064,4,6118377,골목상권,2022,1
20221,11545640,독산4동,1341499396.0,157345,1,3837607,골목상권,2022,1
20221,11545670,시흥1동,2267778411.0,286996,5,5866944,골목상권,2022,1
20221,11545690,시흥3동,697331713.0,89785,1,1360935,골목상권,2022,1
20221,11545700,시흥4동,2435649041.0,304658,0,2595513,골목상권,2022,1
20221,11545710,시흥5동,2280715967.0,296515,2,3841014,골목상권,2022,1
20221,11560515,영등포본동,1567024751.0,230728,10,7030113,골목상권,2022,1
20221,11560535,영등포동,8973670046.0,972391,12,10305885,골목상권,2022,1
20221,11560540,여의동,12327371710.0,1550865,37,5688084,발달상권,2022,1
20221,11560550,당산1동,3376022518.0,520745,8,6922920,골목상권,2022,1
20221,11560560,당산2동,3124854859.0,430767,8,8286739,골목상권,2022,1
20221,11560585,도림동,1106796777.0,145375,2,5520563,골목상권,2022,1
20221,11560605,문래동,5445919906.0,806914,8,9211210,골목상권,2022,1
20221,11560610,양평1동,1242044487.0,183996,8,5549614,골목상권,2022,1
20221,11560620,양평2동,1231643294.0,190377,9,5298646,골목상권,2022,1
20221,11560630,신길1동,1462209218.0,210112,7,6066244,골목상권,2022,1
20221,11560650,신길3동,907404327.0,113586,1,6315720,골목상권,2022,1
20221,11560660,신길4동,261006427.0,34747,1,3087115,골목상권,2022,1
20221,11560670,신길5동,45085694.0,7027,0,2443366,골목상권,2022,1
20221,11560680,신길6동,1175163248.0,185216,5,6277966,골목상권,2022,1
20221,11560690,신길7동,664561614.0,54732,6,3365352,골목상권,2022,1
20221,11560700,대림1동,1711732089.0,238359,2,5102173,골목상권,2022,1
20221,11560710,대림2동,1573062998.0,199703,4,5232322,골목상권,2022,1
20221,11560720,대림3동,2768001686.0,370109,6,7587901,골목상권,2022,1
20221,11590510,노량진1동,7496868797.0,1319316,6,6761159,전통시장,2022,1
20221,11590520,노량진2동,3111030341.0,510791,0,3364995,골목상권,2022,1
20221,11590530,상도1동,3519419933.0,459313,10,8085187,골목상권,2022,1
20221,11590540,상도2동,1005993545.0,154188,8,5409569,골목상권,2022,1
20221,11590550,상도3동,865728580.0,116115,3,5250194,골목상권,2022,1
20221,11590560,상도4동,1076570170.0,110520,0,6812305,골목상권,2022,1
20221,11590605,흑석동,3543209910.0,478611,8,7301094,골목상권,2022,1
20221,11590620,사당1동,1492234864.0,231392,4,7376000,골목상권,2022,1
20221,11590630,사당2동,926105999.0,136712,5,7680424,골목상권,2022,1
20221,11590640,사당3동,455081358.0,64718,2,5871545,골목상권,2022,1
20221,11590650,사당4동,622778962.0,91473,0,3985210,전통시장,2022,1
20221,11590651,사당5동,123384823.0,17264,2,3231413,골목상권,2022,1
20221,11590660,대방동,2453519720.0,295817,6,7317216,골목상권,2022,1
20221,11590670,신대방1동,1012038090.0,126503,2,3242992,골목상권,2022,1
20221,11590680,신대방2동,3935454050.0,534513,6,4680034,골목상권,2022,1
20221,11620525,보라매동,782280063.0,112628,3,3646373,골목상권,2022,1
20221,11620545,청림동,150566429.0,19191,0,3044669,골목상권,2022,1
20221,11620565,성현동,1317599492.0,173542,3,4868884,골목상권,2022,1
20221,11620575,행운동,2322674186.0,346246,8,7510807,골목상권,2022,1
20221,11620585,낙성대동,2109610562.0,343452,2,6199575,골목상권,2022,1
20221,11620595,청룡동,7328564678.0,793902,8,10865267,골목상권,2022,1
20221,11620605,은천동,2209084587.0,257078,3,8987288,골목상권,2022,1
20221,11620615,중앙동,2217804238.0,333029,4,6283463,골목상권,2022,1
20221,11620625,인헌동,2719154610.0,368895,8,6705945,골목상권,2022,1
20221,11620630,남현동,2557119114.0,343022,5,4494352,골목상권,2022,1
20221,11620645,서원동,4351134515.0,488240,3,6000957,골목상권,2022,1
20221,11620655,신원동,936305098.0,124855,1,6524191,골목상권,2022,1
20221,11620665,서림동,1841540675.0,269636,5,5372689,골목상권,2022,1
20221,11620685,신사동,3523700036.0,500680,6,8244668,골목상권,2022,1
20221,11620695,신림동,8368197742.0,930003,5,10244809,골목상권,2022,1
20221,11620725,조원동,1409881544.0,202544,2,6718291,골목상권,2022,1
20221,11620735,대학동,2696780949.0,431157,9,6247649,골목상권,2022,1
20221,11620745,삼성동,140672635.0,19341,0,7769521,골목상권,2022,1
20221,11620765,미성동,1658515468.0,227596,3,5742744,골목상권,2022,1
20221,11620775,난곡동,1344042994.0,178335,6,6553933,골목상권,2022,1
20221,11650510,서초1동,2740221989.0,482386,5,7735067,골목상권,2022,1
20221,11650520,서초2동,7853701771.0,1102461,9,6495544,골목상권,2022,1
20221,11650530,서초3동,9565642624.0,1462943,20,12185008,발달상권,2022,1
20221,11650531,서초4동,4026348475.0,699851,14,6739934,미분류,2022,1
20221,11650540,잠원동,3936550229.0,568926,4,6718823,발달상권,2022,1
20221,11650560,반포1동,3062546565.0,455458,4,6837410,발달상권,2022,1
20221,11650570,반포2동,1164563251.0,153137,3,1371379,미분류,2022,1
20221,11650580,반포3동,400223586.0,72884,2,2539751,미분류,2022,1
20221,11650581,반포4동,1876612175.0,300885,11,6154946,골목상권,2022,1
20221,11650590,방배본동,1014991321.0,152469,6,4876376,골목상권,2022,1
20221,11650600,방배1동,1720826666.0,236303,5,5192128,골목상권,2022,1
20221,11650610,방배2동,1269526773.0,197931,4,5094081,골목상권,2022,1
20221,11650620,방배3동,1234677233.0,187917,4,3107877,골목상권,2022,1
20221,11650621,방배4동,2379928380.0,319101,6,6579696,골목상권,2022,1
20221,11650651,양재1동,3749436475.0,569961,19,8312826,골목상권,2022,1
20221,11650652,양재2동,5515594775.0,769643,12,6027297,골목상권,2022,1
20221,11650660,내곡동,250974522.0,29992,3,2326705,골목상권,2022,1
20221,11680510,신사동,6406302228.0,738165,11,6759645,골목상권,2022,1
20221,11680521,논현1동,8962494237.0,1269156,22,10144458,골목상권,2022,1
20221,11680531,논현2동,10726219943.0,1362694,17,10542559,골목상권,2022,1
20221,11680545,압구정동,3844191574.0,605210,10,7444306,발달상권,2022,1
20221,11680565,청담동,8014728784.0,994216,14,9573461,골목상권,2022,1
20221,11680580,삼성1동,7854244607.0,903863,21,4407949,관광특구,2022,1
20221,11680590,삼성2동,7193651987.0,972695,16,9536798,골목상권,2022,1
20221,11680600,대치1동,2489889185.0,341819,6,4783358,발달상권,2022,1
20221,11680610,대치2동,6213971284.0,1101539,15,5952255,발달상권,2022,1
20221,11680630,대치4동,10258000120.0,1680824,22,9916362,발달상권,2022,1
20221,11680640,역삼1동,27292950234.0,3949903,48,20158554,골목상권,2022,1
20221,11680650,역삼2동,9127201429.0,1326511,15,11378213,골목상권,2022,1
20221,11680655,도곡1동,4385537526.0,701587,9,7062262,골목상권,2022,1
20221,11680656,도곡2동,2453609900.0,331303,6,3977923,골목상권,2022,1
20221,11680670,개포2동,614406511.0,96390,6,1711967,골목상권,2022,1
20221,11680690,개포4동,1952842674.0,268039,7,3544133,골목상권,2022,1
20221,11680700,세곡동,484432018.0,65738,4,3448597,골목상권,2022,1
20221,11680720,일원본동,6341936641.0,1325185,3,2669742,미분류,2022,1
20221,11680730,일원1동,1191349722.0,164598,2,3041007,골목상권,2022,1
20221,11680740,일원2동,1229126890.0,183656,0,1079072,미분류,2022,1
20221,11680750,수서동,6722268682.0,1352139,9,2232117,발달상권,2022,1
