기준_년분기_코드,행정동_코드,행정동_코드_명,매출금액,유동인구,매출건수,밀집도,청년_유동인구_비율,중년_유동인구_비율,고령_유동인구_비율
20221,11140550,명동,9938473441,4441054,1536065,345.8784783972453,0.455425221129939,0.37066223468573,0.12495209470544605
20221,11140570,필동,1556911322,2084156,237320,113.86863555319275,0.4002929723110938,0.34879346843518433,0.17389629183228128
20221,11140580,장충동,720507669,2100143,115649,55.06720256668236,0.44864802063478537,0.3054830075856739,0.1787897300326692
20221,11140590,광희동,7855918682,5429807,1048207,193.04682468456062,0.4106766594098096,0.3511736236665502,0.18519479605812877
20221,11140605,을지로동,5681350682,4789733,835664,174.46985040711039,0.3425754629746585,0.40855680264432276,0.22011039028689072
20221,11140615,신당동,3344411694,5806240,396955,68.36696381823693,0.37672762407341065,0.34800301055416244,0.20914946678056712
20221,11140625,다산동,1943914555,4072270,212581,52.20208876130512,0.3390526659578073,0.309935736088226,0.2351511564802923
20221,11140635,약수동,1446471787,2328694,216144,92.81769094608394,0.29811259014709535,0.29898174685038054,0.2725884122173201
20221,11140645,청구동,1005110467,3269723,136250,41.670196527351095,0.29664041877553543,0.3064794785368669,0.24033748424560736
20221,11140650,신당5동,769793177,4743028,116638,24.59146351233853,0.32283153293634365,0.3369052428111325,0.23049579298287928
20221,11140665,동화동,1375861764,2472955,193213,78.13041482760504,0.2881374711630418,0.3451073715453779,0.24388191455161942
20221,11140670,황학동,679943163,6174659,93987,15.221407368406902,0.3714841580725349,0.3047201472988225,0.22245892445234627
20221,11140680,중림동,648734467,2155433,95236,44.184161604652054,0.34688157785465845,0.36507884958613884,0.1919363765888339
20221,11170510,후암동,1704176003,4393223,228851,52.09182415734417,0.3226189519630576,0.3132024028828038,0.23093637632325972
20221,11170520,용산2가동,1163167147,4919764,152768,31.05189598525458,0.38190998592615416,0.27846193435294864,0.23715954667744224
20221,11170530,남영동,1532470627,2164338,189817,87.70210567850307,0.36270166674521265,0.3299022611070914,0.2215116123267253
20221,11170555,청파동,3119245293,7669173,460800,60.08470535219378,0.3959996729764735,0.2868437053121634,0.18860260421821232
20221,11170560,원효로1동,1797340537,5289436,242171,45.78389832110644,0.3993308549342501,0.32541862686305306,0.16005506069078065
20221,11170570,원효로2동,1290021394,3988232,178576,44.77573019824323,0.2895430857583009,0.31750911180693603,0.23174805277125302
20221,11170580,효창동,133198896,4104390,17988,4.382624458202072,0.3211624626314751,0.30321972327191127,0.2225119932560015
20221,11170590,용문동,605267931,3027455,80271,26.51434951138828,0.3166517751708944,0.31096977494298017,0.24247461977139215
20221,11170625,한강로동,2855037580,4882699,408651,83.69367024262606,0.4295704076782124,0.323527008320603,0.1548508314766075
20221,11170640,이촌2동,850403647,1858892,115446,62.1047376609292,0.2792270879642281,0.31333235066910825,0.27012327773749095
20221,11170650,이태원1동,7254474850,2458747,760899,309.466163049716,0.4522010601334745,0.29818765411813414,0.1813321988801613
20221,11170660,이태원2동,1177550244,2846523,142908,50.204407271608204,0.4189058019204482,0.3083150917803931,0.18704117268681827
20221,11170685,한남동,3178992090,6027435,445020,73.83240134485067,0.4060166555093502,0.3279667055721049,0.1766749869554794
20221,11170690,서빙고동,341215493,1993764,41036,20.582175222343267,0.2723868020487881,0.34927503957338984,0.2044098499120257
20221,11170700,보광동,1748513325,4353112,201051,46.185579419964384,0.35285653114369675,0.3373598014477918,0.21429795511808564
20221,11200520,왕십리2동,750279682,4639702,107591,23.189204823930503,0.32883922286388223,0.30676431374256363,0.21412323463877636
20221,11200535,왕십리도선동,2639616424,6172639,352126,57.04626497677898,0.3597735101631571,0.3105982708530339,0.19446398857927702
20221,11200540,마장동,2506279323,5597592,318007,56.811393184783746,0.326427863981512,0.3110694741596029,0.23431450523725203
20221,11200550,사근동,3980479075,4063205,855309,210.50106996816552,0.5383309481062364,0.18656922306405904,0.13968751269010546
20221,11200560,행당1동,1925658419,3878188,322190,83.07745782308645,0.37926062377584585,0.29988205832208237,0.1826107965885099
20221,11200570,행당2동,770718165,4903561,113855,23.21884034888115,0.2802283891237409,0.310920573844192,0.2220777920372562
20221,11200590,금호1가동,387118140,4041581,53282,13.18345469260668,0.27891461287055735,0.3219811751886205,0.22716036125466743
20221,11200615,금호2·3가동,1011128708,6738504,133109,19.753494247387845,0.2667831020060239,0.3124917637505298,0.23954649281205442
20221,11200620,금호4가동,281479806,3018820,35746,11.841050476676317,0.2841567234879854,0.31682213580140584,0.24932423927229844
20221,11200645,옥수동,291246325,3084897,39609,12.83965072415708,0.2832366850497764,0.3140523006116574,0.2333342085651482
20221,11200650,성수1가1동,267328736,3059536,41104,13.434716898248624,0.3899074892401985,0.3190536081288143,0.18492836822315542
20221,11200660,성수1가2동,2441051356,5549629,376386,67.8218309728452,0.41227368532202785,0.3056074559218283,0.16872731492501572
20221,11200670,성수2가1동,2960216563,5407268,392827,72.647961965266,0.3311888739378185,0.3464463015334176,0.20826450621644793
20221,11200690,성수2가3동,8021478201,5350939,1283970,239.95227753484014,0.4379113647156135,0.3254060642440514,0.15811598674550392
20221,11200720,송정동,730111053,3426911,99303,28.977408517466603,0.4065606022449956,0.30899343461210405,0.19632257738820763
20221,11200790,용답동,1504040904,3371728,230542,68.37502906521523,0.3457663251602739,0.31441237252827037,0.24314861697028942
20221,11215710,화양동,9206390346,9321796,1219729,130.84699557896354,0.5970492166960101,0.19301945676562757,0.11813066924013356
20221,11215730,군자동,1599766411,5365511,233885,43.59044273695459,0.47551798887375313,0.2587240991584958,0.16878429659355837
20221,11215740,중곡1동,2519230462,4088856,325581,79.62642851692503,0.37136181856245365,0.30294830632333347,0.20969361601386793
20221,11215750,중곡2동,2224333351,5043000,310210,61.51298830061471,0.34449553837001784,0.3060192345825897,0.2080337100931985
20221,11215760,중곡3동,1496959994,4869782,210440,43.213433373403575,0.3031790745458421,0.325552355321039,0.24348174107177692
20221,11215770,중곡4동,1645066304,7024905,213454,30.385321936737935,0.28738623511634676,0.3105434166013633,0.2671510860289214
20221,11215780,능동,1090849062,2383544,165660,69.50154895399456,0.4158761071748623,0.28511619672219185,0.18470856841744898
20221,11215810,광장동,2590872444,6128337,336535,54.91457144083297,0.22382189491211074,0.3422111088212022,0.16226375932002435
20221,11215820,자양1동,2666659601,8481450,386552,45.57616916918687,0.36727505320434595,0.307307476905482,0.20530581445389645
20221,11215830,자양2동,1433400633,5532097,192793,34.84989507595402,0.31555683134261747,0.30427304510387293,0.2192839351876874
20221,11215840,자양3동,2925797338,7343755,345656,47.06801901751897,0.305448098418316,0.3071924376562127,0.19689654679384047
20221,11215847,자양4동,2842292446,8027066,435301,54.22915421400547,0.34846667512139556,0.3236634655800762,0.2226707741035143
20221,11215850,구의1동,1683357334,8689227,242281,27.8829175483619,0.38446147165910155,0.3039767519020967,0.18463506592703816
20221,11215860,구의2동,1844290761,5627583,260285,46.251650131148665,0.28064090747306614,0.320869723289732,0.226344240502539
20221,11215870,구의3동,3839723796,6761670,472879,69.93523789241415,0.28341119871274406,0.3238087632197371,0.1874792765692499
20221,11230536,용신동,6377168403,14227402,934715,65.69822094012666,0.3421197348609395,0.3144755451487208,0.25202739052428547
20221,11230545,제기동,3290597446,12183989,451800,37.08145173144854,0.31748231223780654,0.2704885074994733,0.30412839341860864
20221,11230560,전농1동,3731412813,11158480,502159,45.00245553157778,0.3302839634072024,0.2924375004480897,0.2362929359554348
20221,11230570,전농2동,722255200,2599181,120703,46.43885900981886,0.24040380412137516,0.3105520546664507,0.2483078323518062
20221,11230600,답십리1동,1435815948,7140851,188832,26.443907035730053,0.2980959832378522,0.3161203055490165,0.21878736862035073
20221,11230610,답십리2동,1349807905,7342302,175908,23.958153723450764,0.2749889612276913,0.32789416725163306,0.2643817974253851
20221,11230650,장안1동,8203764274,8844722,1004855,113.61069347346361,0.3322357672745396,0.32878670465843923,0.22698158291464673
20221,11230660,장안2동,3310949312,7484255,431201,57.614418535979866,0.27401725355429496,0.3234185633707029,0.220666051597654
20221,11230705,청량리동,1580728350,6109446,223313,36.55208671948324,0.25442208671620964,0.29502380412233775,0.3489782870656357
20221,11230710,회기동,944580686,4980832,137769,27.659836750165432,0.4881941410591644,0.2083575595402535,0.17435059042344733
20221,11230720,휘경1동,1773314435,5474295,167096,30.523747806795214,0.4388961500978665,0.2439632865967216,0.19489943453905936
20221,11230730,휘경2동,1468519221,5079630,203199,40.00271673330538,0.40909219766006577,0.24693432395666615,0.2012327669534986
20221,11230740,이문1동,4465201429,8862960,645316,72.8104380477854,0.4484123814165922,0.2298918194372986,0.18257004431927934
20221,11230750,이문2동,519797833,4240604,73465,17.324183064487983,0.26601564305462144,0.30336598277037896,0.26352496012360505
20221,11260520,면목2동,660650494,6206844,73827,11.894450706349314,0.261663254304442,0.3328408124966569,0.25830534809639166
20221,11260540,면목4동,1375575066,5470900,177355,32.41788371200351,0.2755519201593888,0.31627264252682374,0.2618603886015098
20221,11260550,면목5동,377202088,2729855,47217,17.29652307540144,0.27204778275769226,0.3292980762714503,0.2525449153892789
20221,11260565,면목본동,4227552639,10123527,557567,55.07635826920795,0.30418212941003664,0.3263972131451815,0.25006186085146015
20221,11260570,면목7동,3803254257,7948026,479021,60.26917878728631,0.27576558003207335,0.3182424164188693,0.2824250952374841
20221,11260575,면목3·8동,1804803539,6169855,258080,41.829183992168375,0.2946942837392451,0.32844078183360875,0.2551965970026848
20221,11260580,상봉1동,653271361,5300319,96633,18.231544176869356,0.3034836205141615,0.30006929771585444,0.23708422077991909
20221,11260590,상봉2동,4812125397,7323409,548496,74.89626757156401,0.3805124089068356,0.3131177024251957,0.2219822762869041
20221,11260600,중화1동,426479924,5994408,56882,9.489177246527097,0.2866680079167117,0.2884593441087093,0.25966867787444564
20221,11260610,중화2동,1509800835,8027729,224566,27.973789349391343,0.2749747780474403,0.3212082769610185,0.29117998377872495
20221,11260620,묵1동,941741465,7603744,128327,16.876817525682082,0.2833151668441231,0.309130738751857,0.25058247621171886
20221,11260630,묵2동,81855902,6144818,10869,1.7688074732237797,0.2928513098353767,0.3176756414917415,0.2513752238064659
20221,11260655,망우본동,4215722482,10706850,554788,51.81617375792133,0.2819427749524837,0.32381643527274595,0.26053890733502383
20221,11260660,망우3동,566984295,4690144,73133,15.592911432996512,0.25818269119242393,0.3200023282867221,0.29001177788997523
20221,11260680,신내1동,289386635,5860904,44975,7.673730878376441,0.24529304694292894,0.30139736122618627,0.2668451829274119
20221,11260690,신내2동,66000000,2099907,3590,1.709599520359711,0.2503863266325604,0.30283769709801434,0.2654922337036831
20221,11290525,성북동,677793476,4301187,99176,23.05782101545457,0.30906189384465266,0.30086973665641603,0.22606457240757027
20221,11290555,삼선동,2694691999,10047696,376866,37.50770325853808,0.365524494371645,0.2924982005825017,0.19093382204238663
20221,11290575,동선동,1220484518,8596879,201835,23.477706269914933,0.4128816981139318,0.25881148263224363,0.16382503464338627
20221,11290580,돈암1동,387976299,2876664,48649,16.911603162552176,0.24447172141063397,0.30626969294988915,0.2660362836952804
20221,11290600,안암동,2848416514,6236363,501248,80.37505193331432,0.4905918722178295,0.22048043066126843,0.1670226701043541
20221,11290610,보문동,462377238,5632820,55242,9.807165860084291,0.3296916997170156,0.30222002478332344,0.2289142915981693
20221,11290620,정릉1동,1093519661,5146489,150728,29.28753952451856,0.2460730023905618,0.31850393540139693,0.22778694368141075
20221,11290630,정릉2동,668383165,5962774,72607,12.176715065840162,0.2762217719470837,0.3047955532106365,0.24223423527371657
20221,11290640,정릉3동,1746728773,2989513,224513,75.10019190416634,0.3592922994481041,0.25545264395906625,0.2388843935450356
20221,11290650,정릉4동,1701996433,3387907,219803,64.87869944481947,0.2777357820034611,0.2945792195594507,0.2632477810046144
20221,11290660,길음1동,187426057,6543237,27646,4.225125881883844,0.20611266258581187,0.3201151051077624,0.1846335384153134
20221,11290685,길음2동,884978084,4618415,151743,32.85607724728072,0.2522211624550847,0.32597135597385685,0.23769994684323517
20221,11290705,종암동,911553403,10955670,141995,12.96086866435371,0.2924053937367591,0.30166306579150337,0.2274247033727741
20221,11290715,월곡1동,1098729933,7032896,130084,18.4965055647062,0.24541938342327257,0.3122921197754097,0.23136727743450208
20221,11290725,월곡2동,1583980664,6237100,213464,34.22488015263504,0.3150382389251415,0.29869089801349985,0.23380096519215662
20221,11290760,장위1동,1645936714,6999341,201360,28.768422627215905,0.26696627582510984,0.31610804502881057,0.24659221489565947
20221,11290770,장위2동,230761903,5030450,28748,5.714796886958423,0.26933157073422853,0.30506634595314536,0.2934109274518184
20221,11290810,석관동,2534459734,10062873,339364,33.72436480118551,0.2882866553120565,0.3036270059256437,0.2669677933926027
20221,11305534,삼양동,767197913,12180015,98707,8.10401300819416,0.2427990441719489,0.3088975670391211,0.2987990573082217
20221,11305535,미아동,2133137160,7454425,304741,40.88055081377839,0.29505240176136993,0.3091499344349162,0.2928981108536205
20221,11305545,송중동,2527413705,12633692,340058,26.916755608732586,0.2682494555035852,0.31742708307278666,0.27440592979471085
20221,11305555,송천동,2543348421,12738608,291054,22.84817933011205,0.23330728129792516,0.3263274919834255,0.29405936661211335
20221,11305575,삼각산동,369355961,3363884,47005,13.973430712830764,0.19845720006991918,0.33513967782480014,0.2362067181864773
20221,11305595,번1동,2893958904,7079291,393240,55.5479355206616,0.3174199224187846,0.3157333128416391,0.26002589807369125
20221,11305603,번2동,886916124,3542107,106618,30.100163546725152,0.25006613295419927,0.3024095545391486,0.31119161561183784
20221,11305608,번3동,732603234,3660414,97737,26.701078074775147,0.20619634828191566,0.30527940282164806,0.3247588933929331
20221,11305615,수유1동,2388989695,6741933,300324,44.5456814833372,0.26722113672740444,0.29709016687053996,0.2994101246630603
20221,11305625,수유2동,2095770612,6283647,281737,44.83654158166428,0.25210916526660393,0.31085259881721555,0.2975218054101384
20221,11305635,수유3동,4876051630,10654557,694622,65.19482696464996,0.33209020328109373,0.3132393960631118,0.249538671574989
20221,11305645,우이동,1191752325,4170549,170359,40.84809937492641,0.2658669158424946,0.2982938217486475,0.2927763227335298
20221,11305660,인수동,2235288556,9367179,289884,30.946777039277247,0.25179800663572244,0.3015242902905987,0.2932449566726546
20221,11320511,창1동,1756817677,4722612,269138,56.98922545404958,0.2729197317077922,0.3169377454679741,0.26850564899254903
20221,11320512,창2동,2885922624,10486143,385022,36.71721814207569,0.2772603806757165,0.30811920073949023,0.2630836714700534
20221,11320513,창3동,477210638,4153623,49229,11.852062645069136,0.2224754148366378,0.3339104198912612,0.28325127244335846
20221,11320514,창4동,1139396870,3697648,183051,49.50471218461033,0.248755154628023,0.3225912796458722,0.25496883424274025
20221,11320515,창5동,2886960672,4555767,382909,84.04929400471974,0.270140900533324,0.30278545851884,0.2567791548602025
20221,11320521,도봉1동,3303969421,3776409,445386,117.9390262018759,0.22614446687315914,0.29990395637760636,0.3570370688132562
20221,11320522,도봉2동,166570459,3600088,23233,6.453453360028977,0.23633866727702213,0.3088199510678628,0.31152071838243955
20221,11320660,쌍문1동,1880878861,5192720,257892,49.66414518787841,0.2475677486943259,0.2970225623565299,0.28791211542313083
20221,11320670,쌍문2동,626445236,4513348,82750,18.334504673692347,0.259353810076245,0.301524057085782,0.2759944502396004
20221,11320680,쌍문3동,879294217,5195528,115340,22.19986111132497,0.2863185416381165,0.30375642283132726,0.26709912832728455
20221,11320681,쌍문4동,296824527,3075115,49598,16.12882770237861,0.23218611336486603,0.3008336273602776,0.265738029309473
20221,11320690,방학1동,3628368151,7219773,508288,70.40221347679491,0.25381296614173326,0.31938303323387035,0.28809423786592736
20221,11320700,방학2동,1702916269,3099673,232693,75.07017675735472,0.2192650644116331,0.3126152339295145,0.33625063030842284
20221,11320710,방학3동,1107708530,3696217,151526,40.994887475491836,0.22051654434791032,0.29443834060608454,0.3016876444213097
20221,11350560,월계1동,1472505848,5023628,212236,42.24755495430792,0.330848741188639,0.2744970368028843,0.2345135826139993
20221,11350570,월계2동,248464543,4042892,41943,10.374504191553967,0.22708768871392063,0.3011408664886423,0.28498485737437457
20221,11350580,월계3동,199732547,2883261,30454,10.562345899313312,0.24309210994079272,0.299267392025904,0.2687606151506922
20221,11350595,공릉1동,3218738419,11518654,479309,41.61154593236328,0.31316341301683337,0.29261691513609145,0.24416932742315203
20221,11350600,공릉2동,2854749600,7902971,544298,68.87257969186525,0.3238607354120368,0.2771043952964018,0.20944920587460084
20221,11350611,하계1동,1867905640,3812631,308083,80.80587919470833,0.24436353793482768,0.3161090071396891,0.25181849489237224
20221,11350612,하계2동,102104000,2930802,14299,4.878869333377008,0.24446073122646975,0.3228259705022721,0.2348391327698016
20221,11350619,중계본동,1924417025,4373887,237055,54.197787917246146,0.1743529268131527,0.34325120882181,0.15189189844182074
20221,11350621,중계1동,523558051,4258648,100768,23.661969714331875,0.1713529739955028,0.3373234885813526,0.169394605987628
20221,11350624,중계4동,970126327,3099970,142057,45.82528218015013,0.20403003900037742,0.31594628335112923,0.2872176182350152
20221,11350625,중계2·3동,1956319336,4614436,225594,48.88874826739389,0.2352105436070627,0.3150701407495954,0.2547719808011207
20221,11350630,상계1동,2576016134,7786893,322121,41.367076701837306,0.2368233389106541,0.3063404107389173,0.27420975220797306
20221,11350640,상계2동,2787829613,11236425,449118,39.969830261849296,0.2694781480764567,0.30599198588519033,0.25479358425833837
20221,11350665,상계3·4동,996449075,8670137,156815,18.086796090996025,0.21267172594850578,0.31021632068789684,0.34210981902592774
20221,11350670,상계5동,750099637,6910620,104574,15.132361495784748,0.23012132051827477,0.30662950646975234,0.305978334794852
20221,11350695,상계6·7동,3387527073,6639462,499098,75.17145214476716,0.27685646818974186,0.31219110825545804,0.23220526000450037
20221,11350700,상계8동,184587895,952758,30769,32.2946645423077,0.27729496892180383,0.2838160372308603,0.2039426591012618
20221,11350710,상계9동,171828573,1985115,28555,14.384557065963433,0.2502776917206308,0.2964840827861358,0.24248972981414174
20221,11380510,녹번동,1283736818,7361715,188738,25.6377759801894,0.2960579158524882,0.31410547678088596,0.25431234433824185
20221,11380520,불광1동,3847352204,6005641,323145,53.80691253439891,0.2687826328613382,0.30127958031457425,0.29398393943294315
20221,11380530,불광2동,1462227633,6031006,208679,34.60102676070957,0.2804188886563867,0.2972485850619283,0.28354606180129815
20221,11380551,갈현1동,1643318141,7967560,228501,28.67891801254085,0.3118284644232362,0.3029916310639644,0.2548012189428131
20221,11380552,갈현2동,2402178494,6533057,328314,50.25426840757703,0.27025449188641704,0.3112581139273697,0.2379247571236559
20221,11380560,구산동,2433709912,5590110,322332,57.661119369744064,0.252850480580883,0.30051734223476817,0.2522755366173474
20221,11380570,대조동,2386282622,10298654,312846,30.37736776087438,0.32107351115980787,0.30222862133245765,0.24140572156322565
20221,11380580,응암1동,3021676052,6298106,200312,31.805117284466153,0.2943162595231011,0.3155307325726179,0.21461928395616078
20221,11380590,응암2동,1648503415,3750117,226774,60.47117996585173,0.2623982131757489,0.32540958055442004,0.20777218417452042
20221,11380600,응암3동,4693509768,7656970,620717,81.06561733949592,0.2852052443721211,0.321510205734122,0.2634821606980307
20221,11380625,역촌동,3427376620,13081272,445532,34.05876737369271,0.2868542906225022,0.3125608121289734,0.23474766062505237
20221,11380631,신사1동,2163455121,6815661,287479,42.17918115352275,0.27805241487215987,0.30888170641116103,0.24540921269411728
20221,11380632,신사2동,928021824,3715492,125757,33.846661491937006,0.2676811038753414,0.30179556301022853,0.26449121677559795
20221,11380640,증산동,575064609,3261881,83491,25.595967480113465,0.2788161186750835,0.3039044036247797,0.2699880835628277
20221,11380690,진관동,1215364708,7641229,119102,15.586759669157933,0.2090394097598698,0.31453539738175623,0.21125332063729538
20221,11410555,북아현동,1045069039,16197860,141185,8.71627486593908,0.35662124502866427,0.35412190252292586,0.15908613853928852
20221,11410565,충현동,2651795133,9883004,398578,40.329640663911505,0.3495510069610414,0.34342857697922613,0.1847580958178303
20221,11410585,신촌동,7182274567,9695235,1001767,103.32570587510256,0.6015017686523328,0.1870154771905993,0.10594493067986491
20221,11410615,연희동,4689040696,8631034,567092,65.703831082116,0.3887070772748665,0.29218874586752874,0.19274932760084135
20221,11410620,홍제1동,1074202911,5856107,150654,25.725964365063685,0.254340810371122,0.31351681244895285,0.27421835017700324
20221,11410640,홍제3동,1389214104,4213451,193573,45.94167583769219,0.2420244118182459,0.30921209241545705,0.28895102850371346
20221,11410655,홍제2동,121446193,2791715,21208,7.59676399632484,0.2621313422036275,0.318218371144619,0.2619909267242537
20221,11410660,홍은1동,1165920769,3895420,164280,42.17260269752684,0.25077295901340546,0.3103785984566491,0.2820645784023289
20221,11410685,홍은2동,1309528463,4579117,199091,43.478032991950194,0.30384613452768294,0.30161404480383447,0.2394826338789771
20221,11410700,남가좌2동,1172303713,5888602,152255,25.855882262037746,0.35081807192946646,0.2936021147294383,0.2046232705148013
20221,11410710,북가좌1동,1057595252,2904309,144253,49.66861308490247,0.2343256175565341,0.32407880841880116,0.22763039332247362
20221,11410720,북가좌2동,2717497114,13695532,359254,26.23147461522488,0.2852208296837246,0.3113172237485919,0.2395656481252426
20221,11440555,아현동,705401337,6074686,85931,14.145751731035975,0.32811621868192037,0.31863079013466705,0.1746523194779121
20221,11440565,공덕동,1548524682,14056034,221378,15.749677327189161,0.34312801178483204,0.3276543013484458,0.19638761545397515
20221,11440585,도화동,1098418802,3889125,158116,40.6559316041526,0.3266148555266287,0.3182474206923151,0.21201195641693182
20221,11440590,용강동,2971392033,7359856,406227,55.194965771069434,0.27650731209958457,0.33560031609314095,0.19484239909041698
20221,11440600,대흥동,5292497543,7325154,758293,103.51905229569235,0.4447572023741753,0.26808228195612,0.1554614414932437
20221,11440610,염리동,849587402,3365752,134330,39.910843104304774,0.3292583648468455,0.32243968064194867,0.16546554826380552
20221,11440630,신수동,489143240,5562192,74123,13.326221029407112,0.3215996499221889,0.31534006736912357,0.1951507607072895
20221,11440655,서강동,2920092231,6024989,429595,71.30220486709602,0.4236022671576662,0.2689921923508906,0.16439615076475658
20221,11440660,서교동,18378856755,15454356,2323485,150.34499011152582,0.5341314125286101,0.2469868042382355,0.1152195536326457
20221,11440680,합정동,3385937327,5369335,446283,83.116996797555,0.4793837598138317,0.2768825189711575,0.1531124431610246
20221,11440690,망원1동,1554841682,7130604,215672,30.245965138437082,0.40736478985510904,0.2887341661379597,0.18979079472089602
20221,11440700,망원2동,2544981136,6380099,291145,45.63330443618508,0.3271977441102403,0.32707627264091044,0.2011634929175864
20221,11440710,연남동,1533328882,6805240,209747,30.821396453321263,0.47146772193192305,0.26838509736614724,0.15532633676402302
20221,11440720,성산1동,2351599808,6295800,317822,50.481590901871094,0.3609153721528638,0.3229244893421011,0.1780189967915118
20221,11440730,성산2동,4396072733,7535517,556746,73.8829200438404,0.3177758075524214,0.3121049292304695,0.20276458801698677
20221,11440740,상암동,4922701594,5094792,664339,130.39570604648827,0.35665577711514035,0.33853982655229103,0.1452595120664396
20221,11470510,목1동,2827254394,5241930,525803,100.30713878285289,0.23962643530150154,0.34108715682964097,0.1535911391414994
20221,11470520,목2동,2111344294,7460396,292038,39.14510704257522,0.32658695329309595,0.30201211839157066,0.20496753791621786
20221,11470530,목3동,1897240741,4910399,280359,57.09495297632636,0.3032187404730247,0.30296377137580877,0.22366756754390021
20221,11470540,목4동,1903404040,6132136,258114,42.09202144244681,0.24255120890991327,0.3247038226158063,0.18137790812206384
20221,11470550,목5동,2259055385,4996205,396010,79.26215997942438,0.1798034708343633,0.3282355307678528,0.1604818056905191
20221,11470560,신월1동,1397849077,4525591,184983,40.874882418671945,0.27092351032163536,0.31413775570969626,0.2883225638375187
20221,11470570,신월2동,782992531,4419350,108023,24.443187346555487,0.2728213425051195,0.2961467184088158,0.24859357145281546
20221,11470580,신월3동,1367209022,2998233,179061,59.722176361877146,0.2534032545169105,0.31934542779030184,0.27672966043666386
20221,11470590,신월4동,1548613462,3466225,214792,61.967125619369774,0.237629121017822,0.2996161530194953,0.24129333785313994
20221,11470600,신월5동,1198475598,1988706,156784,78.8371936324424,0.2747163230764125,0.31027059806728596,0.24180094996444926
20221,11470610,신월6동,261210824,1082712,33616,31.047961045966055,0.27786798336030266,0.324161919328501,0.24274506978771826
20221,11470611,신월7동,787957147,2177857,99066,45.48783505987767,0.23903865129804205,0.3201918215934288,0.2860403598583378
20221,11470620,신정1동,1598539116,3987508,195057,48.917017846735355,0.219882944435472,0.34031605704615514,0.18846006076978403
20221,11470630,신정2동,785612854,3791650,115307,30.410771036356202,0.21602890562156318,0.33827331109147735,0.1977635066527765
20221,11470640,신정3동,1163855808,7439277,178306,23.968189381844496,0.24958272154673095,0.3134125802816591,0.23390418181766856
20221,11470650,신정4동,4353002431,10814253,600979,55.5728629615009,0.2913144347556877,0.3091028108922549,0.22004099589680398
20221,11470670,신정6동,290644688,2236511,51399,22.98177831452651,0.2041733754048158,0.33884653373043994,0.1819834554804336
20221,11470680,신정7동,2529979028,3333059,264238,79.27792457319237,0.20452863270647173,0.3312656631640784,0.22312806343962108
20221,11500510,염창동,3765362844,8393946,507807,60.49681520467251,0.31506385673674814,0.317035634968345,0.17636734856288092
20221,11500520,등촌1동,6324590335,5674412,871212,153.53344099793952,0.41818306460651783,0.2803779492923672,0.17826710503220422
20221,11500530,등촌2동,175194771,3902583,25022,6.411650950152758,0.3212515915740934,0.2875185486125471,0.22440906445807815
20221,11500535,등촌3동,2398456412,6766364,356132,52.63269903895209,0.3200317038811391,0.29594594674481006,0.24267287423496578
20221,11500540,화곡1동,10240286626,16683095,1267202,75.95724893972012,0.3727629076019767,0.2857472189662649,0.2300448447964841
20221,11500550,화곡2동,885126963,3562788,107718,30.23418738358836,0.2885271309996553,0.30859035115196304,0.2250566129671482
