기준_년분기_코드,행정동_코드,당월_매출_금액,당월_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,행정동_코드_명_매출,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,행정동_코드_명_인구,행정동코드,점포수,유동인구_만명,매출_억원,점포당_매출,비율_10대,비율_20대,비율_30대,비율_40대,비율_50대,비율_60대이상
20221,11140550,9938473441,1536065,62967886,2287043890,2797903216,2155984634,1361391768,453366827,명동,4441054,217437,914240,1108328,991023,655108,554919,명동,11140550.0,78.0,444.1054,99.38473441,127416326.16666667,4.896067465065725,20.586104109519948,24.956418003473953,22.315040528667293,14.751182939905707,12.495209470544605
20221,11140570,1556911322,237320,12212895,384174290,335467589,297024536,265998152,121233298,필동,2084156,160518,452774,381499,379752,347188,362427,필동,11140570.0,34.0,208.4156,15.56911322,45791509.47058824,7.701822704250545,21.724573400455625,18.304723830653753,18.220900930640507,16.658445912877923,17.389629183228127
20221,11140580,720507669,115649,9291005,263582789,218418358,119585512,75145524,32560424,장충동,2100143,140873,546183,396042,349363,292195,375484,장충동,11140580.0,13.0,210.0143,7.20507669,55423666.84615385,6.707781327271524,26.006943336715644,18.857858726762892,16.635200555390753,13.91310020317664,17.87897300326692
20221,11140590,7855918682,1048207,43168727,1916645194,2197371262,1504051123,1181517457,527311231,광희동,5429807,287533,1099513,1130382,1023823,882982,1005572,광희동,11140590.0,43.0,542.9807,78.55918682,182695783.30232558,5.295455252829429,20.249577931591308,20.81808800938965,18.855605733316118,16.2617566333389,18.519479605812876
20221,11140605,5681350682,835664,23180391,1346626552,1544358503,1226992479,935943428,485692006,을지로동,4789733,137739,738124,902721,993343,963535,1054270,을지로동,11140605.0,29.0,478.9733,56.81350682,195908644.20689654,2.8757135314223152,15.410545848797835,18.847000448668016,20.739005702405542,20.116674562026734,22.011039028689073
20221,11140615,3344411694,396955,22597603,893719545,1044618972,706674841,490956818,185843915,신당동,5806240,383907,1036176,1151195,1026486,994103,1214372,신당동,11140615.0,28.0,580.624,33.44411694,119443274.78571428,6.6119726363360805,17.845903717379922,19.826858689961146,17.679014301854558,17.121286753561684,20.91494667805671
20221,11140625,1943914555,212581,14761464,522216256,651096515,359915211,253903228,120966345,다산동,4072270,471815,647028,733686,660358,601784,957599,다산동,11140625.0,14.0,407.227,19.43914555,138851039.64285713,11.586044147367438,15.88863213883166,18.016634456949074,16.215967998192653,14.777605610629942,23.51511564802923
20221,11140635,1446471787,216144,20294543,300189021,411600559,297307642,268646221,148433801,약수동,2328694,303470,305052,389161,354496,341741,634775,약수동,11140635.0,9.0,232.8694,14.46471787,160719087.44444445,13.031768021045274,13.099703095383077,16.711555919326454,15.222953294851106,14.675221390186946,27.258841221732013
20221,11140645,1005110467,136250,6719415,214335128,360923949,211320023,148568211,63243741,청구동,3269723,511852,418961,550971,498662,503441,785837,청구동,11140645.0,6.0,326.9723,10.05110467,167518411.16666666,15.654292427829514,12.81334840902425,16.85069346852929,15.250894341814275,15.397053511872413,24.033748424560734
20221,11140650,769793177,116638,8404883,189863005,221459227,144513047,135237030,70315985,신당5동,4743028,520628,734272,796927,768801,829150,1093248,신당5동,11140650.0,9.0,474.3028,7.69793177,85532575.22222222,10.976700959808797,15.481080862267731,16.80207243136663,16.209075721248116,17.481448559865132,23.049579298287927
20221,11140665,1375861764,193213,12194558,232293038,348290680,339060020,306703449,115881222,동화동,2472955,303859,326815,385736,403738,449697,603109,동화동,11140665.0,10.0,247.2955,13.75861764,137586176.4,12.28728383654373,13.215565992911316,15.598181123392866,16.32613614077086,18.18460101376693,24.38819145516194
20221,11140670,679943163,93987,5701059,130896624,215380445,143277849,128856127,55831059,황학동,6174659,625718,978833,1314955,972041,909502,1373608,황학동,11140670.0,9.0,617.4659,6.79943163,75549240.33333333,10.133644627176983,15.852421971804434,21.29599383544905,15.742423994588203,14.729590735294046,22.245892445234627
20221,11140680,648734467,95236,1522728,86064032,208187017,169134905,111305824,48215671,중림동,2155433,207146,286368,461312,436622,350281,413706,중림동,11140680.0,11.0,215.5433,6.48734467,58975860.63636363,9.610412385817606,13.28586877903419,21.402289006431655,20.256811508406898,16.251073450206988,19.19363765888339
20221,11170510,1704176003,228851,20570098,368903070,495887323,361635136,289484588,131641927,후암동,4393223,585364,594469,822868,734962,641006,1014555,후암동,11170510.0,18.0,439.3223,17.04176003,94676444.6111111,13.324249645419775,13.531500677293185,18.73039451901258,16.7294489717458,14.59079131653458,23.093637632325972
20221,11170520,1163167147,152768,9130600,382808353,413368449,165871654,98610487,89688858,용산2가동,4919764,504120,818920,1059987,769874,600093,1166769,용산2가동,11170520.0,20.0,491.9764,11.63167147,58158357.35,10.246832978167246,16.64551389050369,21.54548470211173,15.648596152173152,12.197597283121711,23.715954667744224
20221,11170530,1532470627,189817,14090972,484158630,452640161,291171252,181900011,79995509,남영동,2164338,185883,378626,406383,371590,342430,479426,남영동,11170530.0,28.0,216.4338,15.32470627,54731093.821428575,8.588445982097067,17.493848003407972,18.776318671113295,17.168760147444623,15.821465963264517,22.151161232672532
20221,11170555,3119245293,460800,72318102,827460789,896176523,593835748,526313540,193993247,청파동,7669173,985905,1636091,1400899,1127418,1072436,1446426,청파동,11170555.0,25.0,766.9173,31.19245293,124769811.72,12.855427827746224,21.33334324313717,18.26662405451018,14.70064634087665,13.98372419033969,18.86026042182123
20221,11170560,1797340537,242171,7841330,314020777,518820066,482645953,293907624,103805825,원효로1동,5289436,609320,841567,1270668,981256,740025,846601,원효로1동,11170560.0,18.0,528.9436,17.97340537,99852252.05555555,11.519564656798947,15.910335241791373,24.022750251633635,18.551240623764045,13.990622062541261,16.005506069078066
20221,11170570,1290021394,178576,14658115,202047695,419091999,301365094,171916637,91019147,원효로2동,3988232,642901,483932,670833,654303,611997,924265,원효로2동,11170570.0,11.0,398.8232,12.90021394,117274672.18181819,16.119949892583982,12.133998222771393,16.820310353058698,16.405840984175445,15.345070196518156,23.1748052771253
20221,11170580,133198896,17988,1292032,22840702,38764864,27719913,26333558,7789307,효창동,4104390,628408,568486,749690,659446,585086,913276,효창동,11170580.0,9.0,410.439,1.33198896,14799877.333333334,15.310630812374068,13.850681830917628,18.26556443222988,16.066845499574846,14.255126827616285,22.251199325600147
20221,11170590,605267931,80271,8766070,129008247,193976920,123663077,91366773,58486844,용문동,3027455,393280,401021,557628,475791,465656,734081,용문동,11170590.0,6.0,302.7455,6.05267931,100877988.5,12.990449073561788,13.24614238692235,18.41903513016709,15.715873563768909,15.381103930529108,24.247461977139213
20221,11170625,2855037580,408651,7202310,553603709,1081016958,634961101,340118306,127557040,한강로동,4882699,449459,922171,1175292,907597,672088,756090,한강로동,11170625.0,45.0,488.2699,28.5503758,63445279.55555555,9.20513429150558,18.886501092940605,24.070539674880635,18.588018634775562,13.764682197284738,15.485083147660749
20221,11170640,850403647,115446,5291072,104064157,251314601,238064228,152813100,98856489,이촌2동,1858892,255259,187664,331389,309227,273224,502130,이촌2동,11170640.0,6.0,185.8892,8.50403647,141733941.16666666,13.731782158404037,10.095476229926215,17.8272325664966,16.635016988614723,14.698218078296103,27.012327773749096
20221,11170650,7254474850,760899,79432348,2612769020,2243793289,1016656718,740517549,499501748,이태원1동,2458747,167881,560842,551006,409874,323294,445850,이태원1동,11170650.0,20.0,245.8747,72.5447485,362723742.5,6.827908686823003,22.81007358626162,22.41003242708583,16.670035591299147,13.148729820514271,18.133219888016132
20221,11170660,1177550244,142908,7103779,299397251,478547477,175118496,118132552,44785151,이태원2동,2846523,244057,490176,702249,541477,336149,532417,이태원2동,11170660.0,13.0,284.6523,11.77550244,90580788.0,8.573863622391247,17.220166497864238,24.670413694180585,19.022400310835362,11.809108867203953,18.704117268681827
20221,11170685,3178992090,445020,11928447,783287991,1043221929,553219908,391071374,205862669,한남동,6027435,538500,970813,1476426,1148364,828434,1064897,한남동,11170685.0,24.0,602.7435,31.7899209,132458003.75,8.934148605501345,16.106569378184915,24.4950961727501,19.052283433998042,13.744387123212446,17.66749869554794
20221,11170690,341215493,41036,3619165,47130900,75532728,84182472,75301657,28697710,서빙고동,1993764,346772,242840,300235,392355,304017,407545,서빙고동,11170690.0,12.0,199.3764,3.41215493,28434624.416666668,17.392830846579635,12.179977168812357,15.058703036066456,19.67910946330659,15.248394494032395,20.44098499120257
20221,11170700,1748513325,201051,7636562,359230212,568770451,387994804,286852197,135268886,보광동,4353112,415659,657673,878351,799897,668668,932863,보광동,11170700.0,8.0,435.3112,17.48513325,218564165.625,9.548548256971106,15.108111162772747,20.17754195159693,18.37529105614558,15.360689088633602,21.429795511808564
20221,11200520,750279682,107591,39405349,175798457,185933973,130757960,134176260,84207683,왕십리2동,4639702,697224,702256,823460,745480,677815,993468,왕십리2동,11200520.0,13.0,463.9702,7.50279682,57713821.692307696,15.027344428586145,15.135799669892592,17.74812261649563,16.0674112259796,14.609020148276763,21.412323463877637
20221,11200535,2639616424,352126,43624324,934108343,719483458,414486338,376132447,148302951,왕십리도선동,6172639,834321,1101840,1118912,973473,943738,1200356,왕십리도선동,11200535.0,22.0,617.2639,26.39616424,119982564.72727273,13.516439240979425,17.85038781629705,18.126963200018665,15.770774866309207,15.289052218994179,19.4463988579277
20221,11200540,2506279323,318007,22444735,596481347,669465089,513922944,385729937,199372182,마장동,5597592,717547,923800,903410,869777,871463,1311597,마장동,11200540.0,16.0,559.7592,25.06279323,156642457.6875,12.818851391812766,16.503525087216076,16.13926131093513,15.538413660731257,15.568533755229033,23.431450523725204
20221,11200550,3980479075,855309,116771585,2193497176,771402257,343393194,368739788,131584621,사근동,4063205,550210,1667965,519384,400399,357670,567579,사근동,11200550.0,34.0,406.3205,39.80479075,117072913.97058824,13.541280836187198,41.05047616352116,12.782618647102472,9.854265290577265,8.802657015828638,13.968751269010546
20221,11200560,1925658419,322190,42622812,597295856,536890732,323481774,290500403,134866842,행당1동,3878188,536145,790770,680074,618243,544756,708199,행당1동,11200560.0,18.0,387.8188,19.25658419,106981023.27777778,13.82462634611834,20.390192533213966,17.53586984437062,15.941542802979122,14.046663029229114,18.26107965885099
20221,11200570,770718165,113855,15839094,124023447,212918240,189051235,151731811,77154338,행당2동,4903561,915856,573171,800946,838261,686357,1088972,행당2동,11200570.0,6.0,490.3561,7.70718165,128453027.5,18.677365286166523,11.68887263766067,16.33396627471342,17.09494385814717,13.99711352627203,22.207779203725618
20221,11200590,387118140,53282,10623786,63338438,84860832,126586646,60683908,41024530,금호1가동,4041581,694924,382699,744557,744214,557099,918087,금호1가동,11200590.0,5.0,404.1581,3.8711814,77423628.0,17.194360325822988,9.469041941754972,18.42241934530076,18.413932567477925,13.784184951384123,22.716036125466744
20221,11200615,1011128708,133109,10667758,196519489,313112364,220852669,188472771,81503657,금호2·3가동,6738504,1220874,695149,1102570,1100100,1005627,1614185,금호2?3가동,11200615.0,15.0,673.8504,10.11128708,67408580.53333333,18.117878983228326,10.316073122461603,16.362237078140787,16.325582057976074,14.923594317076905,23.95464928120544
20221,11200620,281479806,35746,5955645,58191167,67525699,70875383,46606913,32324999,금호4가동,3018820,451909,290576,567242,518057,438372,752665,금호4가동,11200620.0,7.0,301.882,2.81479806,40211400.85714286,14.969723269356901,9.625482804539521,18.790189544259015,17.160910554455054,14.521303025685533,24.932423927229845
20221,11200645,291246325,39609,1425497,42603477,90714236,70899711,60044013,25559391,옥수동,3084897,522511,312209,561547,550270,418549,719812,옥수동,11200645.0,13.0,308.4897,2.91246325,22403563.46153846,16.937712993334948,10.120564803298132,18.203103701679506,17.83754854700173,13.567681514164006,23.33342085651482
20221,11200650,267328736,41104,1306728,38658319,86270358,56301679,55584868,26557922,성수1가1동,3059536,324651,536941,655995,507753,468403,565795,성수1가1동,11200650.0,13.0,305.9536,2.67328736,20563748.923076924,10.611118810172524,17.549752642230718,21.440996281789136,16.59575177412523,15.309609038756204,18.492836822315542
20221,11200660,2441051356,376386,18801029,531634140,672558939,485841032,316142413,166435011,성수1가2동,5549629,629281,1055099,1232867,960109,735899,936374,성수1가2동,11200660.0,30.0,554.9629,24.41051356,81368378.53333333,11.339154383112819,19.012063689302476,22.21530484290031,17.30041773963629,13.260327852546538,16.872731492501572
20221,11200670,2960216563,392827,8086699,613186471,858756177,556362863,525662864,318425582,성수2가1동,5407268,616971,790245,1000582,853109,1020219,1126142,성수2가1동,11200670.0,22.0,540.7268,29.60216563,134555298.3181818,11.410031831231594,14.614496636748909,18.50439075703294,15.777080033761967,18.867550119579796,20.826450621644792
20221,11200690,8021478201,1283970,46200632,2167252909,2389418117,1503572162,974642743,466873127,성수2가3동,5350939,420406,1120719,1222518,946694,794534,846069,성수2가3동,11200690.0,42.0,535.0939,80.21478201,190987576.2142857,7.8566771177918495,20.94434266583865,22.846793805722694,17.69210973999143,14.848496684413709,15.811598674550392
20221,11200720,730111053,99303,9207390,219687277,171453963,133385937,144486946,51889540,송정동,3426911,301989,744663,648584,550713,508180,672780,송정동,11200720.0,9.0,342.6911,7.30111053,81123450.33333333,8.81228021387191,21.72986109064402,18.926199133855533,16.070245185824785,14.829098275385617,19.632257738820762
20221,11200790,1504040904,230542,7197378,417787617,441051609,263594805,227504282,102550716,용답동,3371728,325953,641431,524399,518409,541704,819831,용답동,11200790.0,15.0,337.1728,15.04040904,100269393.6,9.667238875733748,19.02380619077221,15.55282632525518,15.375172611788376,16.06606464103866,24.31486169702894
20221,11215710,9206390346,1219729,196580925,4768164014,2320431863,815736950,829469375,270412272,화양동,9321796,855746,3906718,1658853,975457,823831,1101190,화양동,11215710.0,63.0,932.1796,92.06390346,146133180.0952381,9.180055002276385,41.909498984959555,17.79542268464146,10.464260320650656,8.8376853559121,11.813066924013356
20221,11215730,1599766411,233885,11861794,524840583,502463688,248993835,177276202,134330309,군자동,5365511,520312,1491752,1059645,726473,661714,905614,군자동,11215730.0,28.0,536.5511,15.99766411,57134514.678571425,9.697342899865454,27.802608176555783,19.749190710819526,13.539679631632476,12.332730284217105,16.878429659355838
20221,11215740,2519230462,325581,13629402,480615419,615835191,647038960,592755147,134554609,중곡1동,4088856,474292,712915,805530,612343,626369,857407,중곡1동,11215740.0,14.0,408.8856,25.19230462,179945033.0,11.599625910034494,17.43556143821157,19.7006204180338,14.975900349633248,15.3189302827001,20.969361601386794
20221,11215750,2224333351,310210,14146036,558629254,673764027,484135272,338094380,150940901,중곡2동,5043000,713342,796959,940332,764139,779116,1049114,중곡2동,11215750.0,19.0,504.3,22.24333351,117070176.36842105,14.145191354352567,15.80327186198691,18.646281975014873,15.152468768590124,15.449454689668848,20.80337100931985
20221,11215760,1496959994,210440,8395071,279607317,467387380,347049666,209051798,130785306,중곡3동,4869782,622293,649267,827149,754398,830971,1185703,중곡3동,11215760.0,17.0,486.9782,14.96959994,88056470.23529412,12.778662371334077,13.33256806978218,16.98533938480203,15.49141214124164,17.06382339086226,24.34817410717769
20221,11215770,1645066304,213454,21633653,282018883,508167188,379244352,302309724,151692504,중곡4동,7024905,947796,937926,1080935,989005,1192533,1876711,중곡4동,11215770.0,19.0,702.4905,16.45066304,86582437.05263157,13.491940460404802,13.351440339762602,15.387183171872076,14.0785533754549,16.975788284681432,26.71510860289214
20221,11215780,1090849062,165660,21381941,260811996,320486326,247288496,153057669,67856847,능동,2383544,272435,477265,513994,369615,309972,440261,능동,11215780.0,23.0,238.3544,10.90849062,47428220.08695652,11.429828859882594,20.023335000318852,21.564275717167376,15.506950993982072,13.004668678237113,18.470856841744897
20221,11215810,2590872444,336535,17120420,512655801,587098511,640478585,531941818,253024850,광장동,6128337,1665089,664772,706884,1185666,911519,994407,광장동,11215810.0,20.0,612.8337,25.90872444,129543622.2,27.17032369466627,10.847510507336656,11.534678983874418,19.347271535491604,14.87383934662862,16.226375932002433
20221,11215820,2666659601,386552,34293743,642925849,779125901,497932438,479101939,221829674,자양1동,8481450,1018721,1604504,1510521,1323418,1282995,1741291,자양1동,11215820.0,23.0,848.145,26.66659601,115941721.7826087,12.011165543627564,18.917802970011024,17.80970235042357,15.603676258186985,15.12707143236121,20.530581445389647
20221,11215830,1433400633,192793,17463133,300531970,347179301,387220042,229161797,133197577,자양2동,5532097,890040,750768,994923,909091,774177,1213100,자양2동,11215830.0,20.0,553.2097,14.33400633,71670031.65,16.088654989238258,13.571128633500098,17.984554500761647,16.433027114311262,13.994277396076027,21.92839351876874
20221,11215840,2925797338,345656,71619788,855142031,737562961,531923722,481906847,179133194,자양3동,7343755,1398713,1076381,1166755,1156256,1099690,1445960,자양3동,11215840.0,24.0,734.3755,29.25797338,121908222.41666667,19.04629171316309,14.657092999426045,15.887716842405556,15.744751833360453,14.974491932260811,19.68965467938405
20221,11215847,2842292446,435301,29661691,971943515,754691809,498318552,441329491,133901955,자양4동,8027066,844440,1495256,1301909,1209863,1388205,1787393,자양4동,11215847.0,30.0,802.7066,28.42292446,94743081.53333333,10.519908519501397,18.62767790871534,16.218989603424212,15.072294160780539,17.29405239722708,22.26707741035143
20221,11215850,1683357334,242281,15321737,455620558,561739419,331236708,218054625,101384287,구의1동,8689227,1102895,1673056,1667617,1411774,1229549,1604336,구의1동,11215850.0,20.0,868.9227,16.83357334,84167866.7,12.69267105117636,19.25437095842933,19.191776207480828,16.24740612715032,14.150269063059348,18.463506592703816
20221,11215860,1844290761,260285,23387846,362411937,563707764,410383897,347651320,136747997,구의2동,5627583,968761,757567,821763,949447,856274,1273771,구의2동,11215860.0,22.0,562.7583,18.44290761,83831398.22727273,17.21451287346628,13.461676176077722,14.602414571228891,16.871310472009032,15.215661856964172,22.6344240502539
20221,11215870,3839723796,472879,71345050,992166835,1070128682,789511211,649195868,260595002,구의3동,6761670,1388174,912784,1003549,1155780,1033708,1267673,구의3동,11215870.0,29.0,676.167,38.39723796,132404268.8275862,20.530046571335188,13.499386985759434,14.841732885514968,17.09311457080869,15.287761751165021,18.74792765692499
20221,11230536,6377168403,934715,37859562,1311436320,1798215421,1267982748,1273734292,648068720,용신동,14227402,1300064,2436922,2430553,2196519,2277651,3585695,용신동,11230536.0,1.0,1422.7402,63.77168403,6377168403.0,9.13774700398569,17.128369606763062,17.083603879330887,15.43865141365936,16.008903101212717,25.202739052428548
20221,11230545,3290597446,451800,21974158,996331388,835916294,717154708,475948394,209576495,제기동,12183989,1314662,2399833,1468368,1519123,1776506,3705497,제기동,11230545.0,28.0,1218.3989,32.90597446,117521337.35714285,10.790078684411156,19.69661167619242,12.051619547588233,12.468190836350887,14.580659913596442,30.412839341860863
20221,11230560,3731412813,502159,29375571,1077840422,1049503280,785723053,565078870,218505742,전농1동,11158480,1573185,2059478,1625989,1629496,1633662,2636670,전농1동,11230560.0,26.0,1115.848,37.31412813,143515877.42307693,14.098560018927309,18.456617747220054,14.57177859350019,14.603207605336927,14.640542439472043,23.62929359554348
20221,11230570,722255200,120703,15819537,192722117,162363310,157503646,135094499,45093460,전농2동,2599181,521751,295599,329254,418855,388326,645397,전농2동,11230570.0,16.0,259.9181,7.222552,45140950.0,20.073669359694456,11.372774731732802,12.667605680404712,16.114883880730122,14.940321585914948,24.83078323518062
20221,11230600,1435815948,188832,15263195,343224650,375065698,330222429,249600695,122439281,답십리1동,7140851,1192497,904786,1223873,1210776,1046592,1562328,답십리1동,11230600.0,20.0,714.0851,14.35815948,71790797.4,16.699648263211206,12.670562654227066,17.139035669558154,16.955626157162502,14.656404397739148,21.878736862035073
20221,11230610,1349807905,175908,13718044,230087667,374640217,266791870,282065220,157203484,답십리2동,7342302,974580,827429,1191623,1221543,1185955,1941171,답십리2동,11230610.0,21.0,734.2302,13.49807905,64276566.9047619,13.273493789822318,11.269340324056406,16.22955579871272,16.637057424224718,16.15235930093859,26.43817974253851
20221,11230650,8203764274,1004855,56248006,1474174271,2433622427,2012073719,1332483472,716714088,장안1동,8844722,990573,1218715,1719818,1538881,1369146,2007589,장안1동,11230650.0,50.0,884.4722,82.03764274,164075285.48,11.199594515237449,13.77900854317411,19.444568184279845,17.39886228193492,15.479808183909002,22.698158291464672
20221,11230660,3310949312,431201,37011957,517884642,882482164,961338290,605536272,260782331,장안2동,7484255,1361373,859251,1191564,1293508,1127039,1651521,장안2동,11230660.0,37.0,748.4255,33.10949312,89485116.54054055,18.18982650911814,11.480781988320816,15.920943367108684,17.28305622937754,15.058800107692749,22.066605159765402
20221,11230705,1580728350,223313,8712237,299289291,366002176,376378772,307605327,200731157,청량리동,6109446,620570,796661,757717,808652,993780,2132064,청량리동,11230705.0,16.0,610.9446,15.8072835,98795521.875,10.15754947338924,13.039823905473591,12.402384766147373,13.236093747289035,16.266286664944744,34.89782870656357
20221,11230710,944580686,137769,5743253,353034519,212610432,215811381,115439344,41941757,회기동,4980832,643015,1783654,647959,528685,509109,868411,회기동,11230710.0,32.0,498.0832,9.44580686,29518146.4375,12.909790974680535,35.81036260608669,13.009051499829747,10.614391330605006,10.221364623420344,17.435059042344733
20221,11230720,1773314435,167096,16861972,924293724,418262921,161199008,187402536,59702596,휘경1동,5474295,669186,1639701,762946,655540,679987,1066937,휘경1동,11230720.0,16.0,547.4295,17.73314435,110832152.1875,12.224149411020049,29.95273363967415,13.936881370112497,11.974875303577903,12.421453356094254,19.489943453905937
20221,11230730,1468519221,203199,19094412,746601104,311368775,162998422,169087708,59368800,휘경2동,5079630,725069,1428638,649399,622456,631879,1022188,휘경2동,11230730.0,20.0,507.963,14.68519221,73425961.05,14.274051456503722,28.12484373861876,12.784376027387822,12.253963379222503,12.43946901644411,20.12327669534986
