기준_년분기_코드,상권구분_명,상권_명,당월_매출_금액,매출_억원
20244,발달상권,신설동역,2866170345.0,28.7
20223,발달상권,서울역,2866006266.0,28.7
20233,발달상권,연신내역,2865779516.0,28.7
20242,골목상권,까치산역 3번,2865297934.0,28.7
20234,발달상권,북창동(시청역_6번),2858057615.0,28.6
20242,발달상권,선정릉역,2856630413.0,28.6
20222,발달상권,서초3동사거리,2853256233.0,28.5
20234,발달상권,청량리역(청량리),2852608964.0,28.5
20224,발달상권,강남을지병원,2851065624.0,28.5
20244,발달상권,강남을지병원,2850098547.0,28.5
20234,발달상권,목동신시가지,2849971740.0,28.5
20241,발달상권,신설동역,2843592930.0,28.4
20224,발달상권,연신내역,2843424338.0,28.4
20242,발달상권,영등포구청역,2842823800.0,28.4
20241,발달상권,강남을지병원,2842349526.0,28.4
20233,발달상권,화곡역,2840527017.0,28.4
20253,발달상권,강남구청역,2838045527.0,28.4
20222,발달상권,학동사거리,2834099832.0,28.3
20231,발달상권,청담사거리(청담동명품거리),2833978271.0,28.3
20242,발달상권,본서부병원,2833554504.0,28.3
20242,발달상권,경복아파트교차로,2824848350.0,28.2
20224,골목상권,이화달팽이길,2824009836.0,28.2
20251,발달상권,구로디지털단지역,2819305683.0,28.2
20232,발달상권,화곡역,2819263050.0,28.2
20224,발달상권,청량리역(청량리),2816206830.0,28.2
20244,골목상권,까치산역 3번,2816195326.0,28.2
20242,발달상권,미아사거리역,2813186321.0,28.1
20233,발달상권,보라매공원,2812658687.0,28.1
20251,발달상권,합정역,2810154929.0,28.1
20222,발달상권,서울시청,2805502931.0,28.1
20242,발달상권,청량리역(청량리),2803887366.0,28.0
20243,발달상권,충무로역,2803513260.0,28.0
20231,발달상권,경복아파트교차로,2803160543.0,28.0
20241,발달상권,연신내역,2802790893.0,28.0
20253,골목상권,성수초등학교,2799090103.0,28.0
20222,발달상권,강남을지병원,2798706727.0,28.0
20242,발달상권,서초3동사거리,2796675161.0,28.0
20241,발달상권,언주역(차병원),2794629650.0,27.9
20223,발달상권,강남을지병원,2792126044.0,27.9
20231,발달상권,목동신시가지,2790665837.0,27.9
20222,발달상권,"강남구청(청담역_8번, 강남세무서)",2790532164.0,27.9
20253,발달상권,을지로입구역,2787365650.0,27.9
20233,발달상권,충무로역,2786872458.0,27.9
20223,발달상권,학동역,2786689627.0,27.9
20232,발달상권,서초3동사거리,2786103918.0,27.9
20224,발달상권,서초3동사거리,2785718793.0,27.9
20222,발달상권,명동(명동거리),2785485687.0,27.9
20252,발달상권,언주역(차병원),2783820217.0,27.8
20222,발달상권,목동역 8번출구,2782729383.0,27.8
20242,발달상권,북창동(시청역_6번),2782689973.0,27.8
20232,발달상권,청량리역(청량리),2781021622.0,27.8
20223,발달상권,당산역,2775933888.0,27.8
20251,발달상권,광화문역,2774259001.0,27.7
20222,발달상권,북창동(시청역_6번),2772478774.0,27.7
20253,발달상권,용산전자상가(용산역),2769273762.0,27.7
20234,발달상권,화곡역,2767891823.0,27.7
20244,발달상권,강남구청역,2765229193.0,27.7
20253,발달상권,신사역,2764533738.0,27.6
20231,발달상권,본서부병원,2761616788.0,27.6
20243,발달상권,북창동(시청역_6번),2761553352.0,27.6
20234,발달상권,본서부병원,2758316214.0,27.6
20242,발달상권,약수역,2751016605.0,27.5
20221,발달상권,신설동역,2750895174.0,27.5
20234,발달상권,연신내역,2750600617.0,27.5
20251,골목상권,이화달팽이길,2748547530.0,27.5
20221,발달상권,청량리역(청량리),2746619258.0,27.5
20232,골목상권,문래예술촌(문래창작촌),2745803344.0,27.5
20233,발달상권,경복아파트교차로,2745207171.0,27.5
20253,발달상권,청담사거리(청담동명품거리),2744628519.0,27.4
20243,발달상권,영등포구청역,2743983317.0,27.4
20253,골목상권,문래예술촌(문래창작촌),2743969834.0,27.4
20233,발달상권,청량리역(청량리),2743824965.0,27.4
20241,발달상권,충무로역,2743320971.0,27.4
20223,발달상권,"강남구청(청담역_8번, 강남세무서)",2742703111.0,27.4
20221,발달상권,강남을지병원,2740750375.0,27.4
20231,발달상권,연신내역,2740354027.0,27.4
20234,발달상권,선정릉역,2738026143.0,27.4
20253,발달상권,화곡역,2737865324.0,27.4
20221,골목상권,이화달팽이길,2737791335.0,27.4
20232,발달상권,경복아파트교차로,2736857006.0,27.4
20233,발달상권,을지로입구역,2736794965.0,27.4
20221,발달상권,서초3동사거리,2736718745.0,27.4
20233,발달상권,목동역 8번출구,2734434165.0,27.3
20251,골목상권,신대방역 4번,2732925902.0,27.3
20253,발달상권,충무로역,2729307614.0,27.3
20242,발달상권,"강남구청(청담역_8번, 강남세무서)",2726572185.0,27.3
20253,발달상권,청량리역(청량리),2726350928.0,27.3
20251,발달상권,신당역,2725249136.0,27.3
20223,발달상권,학동사거리,2722875110.0,27.2
20222,발달상권,당산역,2722769365.0,27.2
20244,발달상권,북창동(시청역_6번),2720885489.0,27.2
20224,발달상권,목동역 8번출구,2719005827.0,27.2
20241,발달상권,북창동(시청역_6번),2717618378.0,27.2
20241,발달상권,목동신시가지,2715895585.0,27.2
20244,발달상권,영등포구청역,2715700926.0,27.2
20252,골목상권,신대방역 4번,2712433874.0,27.1
20231,발달상권,영등포구청역,2712334090.0,27.1
20252,발달상권,포이사거리(삼호물산),2706900459.0,27.1
20243,발달상권,약수역,2706070263.0,27.1
20251,발달상권,종각역,2705996339.0,27.1
20221,발달상권,신당역,2705570659.0,27.1
20221,골목상권,문래예술촌(문래창작촌),2705215444.0,27.1
20251,발달상권,목동신시가지,2699937724.0,27.0
20241,발달상권,국회의사당역(국회의사당),2699108252.0,27.0
20242,발달상권,을지로입구역,2694789626.0,26.9
20243,골목상권,문래예술촌(문래창작촌),2694342118.0,26.9
20241,발달상권,청량리역(청량리),2691753551.0,26.9
20233,발달상권,학동사거리,2691259730.0,26.9
20221,발달상권,청담사거리(청담동명품거리),2690743360.0,26.9
20233,발달상권,"강남구청(청담역_8번, 강남세무서)",2689886433.0,26.9
20224,발달상권,학동역,2684502351.0,26.8
20241,발달상권,미아사거리역,2683806397.0,26.8
20243,발달상권,미아사거리역,2682018631.0,26.8
20242,골목상권,문래예술촌(문래창작촌),2678197409.0,26.8
20244,골목상권,성수초등학교,2676852085.0,26.8
20243,발달상권,청량리역(청량리),2676409011.0,26.8
20223,발달상권,연희동,2673507951.0,26.7
20223,골목상권,한울중학교,2670365584.0,26.7
20244,발달상권,화곡역,2670021874.0,26.7
20222,발달상권,양재역,2669718038.0,26.7
20223,골목상권,신방화역 2번,2666404594.0,26.7
20234,골목상권,문래예술촌(문래창작촌),2665465520.0,26.7
20221,발달상권,약수역,2665397462.0,26.7
20234,발달상권,경복아파트교차로,2665278010.0,26.7
20244,발달상권,미아사거리역,2665241511.0,26.7
20241,골목상권,까치산역 3번,2664907169.0,26.6
20232,발달상권,가로수길,2663763883.0,26.6
20232,발달상권,영등포구청역,2661299563.0,26.6
20234,발달상권,영등포구청역,2660667377.0,26.6
20253,발달상권,영등포구청역,2660218261.0,26.6
20233,발달상권,학동역,2659584224.0,26.6
20223,발달상권,논현역,2657708932.0,26.6
20223,발달상권,영등포구청역,2654471671.0,26.5
20251,발달상권,포이사거리(삼호물산),2654235378.0,26.5
20232,발달상권,을지로입구역,2652701733.0,26.5
20252,발달상권,강남구청역,2652670191.0,26.5
20232,발달상권,연희동,2651953426.0,26.5
20241,발달상권,영등포구청역,2648762470.0,26.5
20253,발달상권,북창동(시청역_6번),2648039884.0,26.5
20231,골목상권,문래예술촌(문래창작촌),2645771670.0,26.5
20244,발달상권,연신내역,2641365031.0,26.4
20221,발달상권,광화문역,2640921558.0,26.4
20241,골목상권,이화달팽이길,2639317815.0,26.4
20253,발달상권,학동역,2638790726.0,26.4
20231,발달상권,포이사거리(삼호물산),2638742505.0,26.4
20244,발달상권,을지로입구역,2638417465.0,26.4
20224,발달상권,당산역,2637616957.0,26.4
