상권구분_코드,상권구분_명,상권_코드,상권_명,행정동_코드,행정동_코드_명
A,골목상권,3110428,상계5동주민센터,11350670,상계5동
A,골목상권,3110477,은평세무서,11380510,녹번동
A,골목상권,3110478,응암1동주민센터,11380580,응암1동
A,골목상권,3110453,신사1동주민센터,11380631,신사1동
A,골목상권,3110454,선정중학교,11380552,갈현2동
A,골목상권,3110511,연희초등학교,11410615,연희동
A,골목상권,3110512,연희지하차도,11410615,연희동
A,골목상권,3110513,연희파출소,11410615,연희동
A,골목상권,3110515,홍은중학교,11410685,홍은2동
A,골목상권,3110516,정원여중,11410685,홍은2동
A,골목상권,3110564,홍대입구역 3번,11440660,서교동
A,골목상권,3110479,연신내역 2번,11380530,불광2동
A,골목상권,3110529,홍제3동주민센터,11410640,홍제3동
A,골목상권,3110501,연희어린이공원,11410615,연희동
A,골목상권,3110502,남가좌파출소,11410700,남가좌2동
A,골목상권,3110503,명지대학교교회,11410700,남가좌2동
A,골목상권,3110504,명지전문대,11410685,홍은2동
A,골목상권,3110482,연신초등학교,11380530,불광2동
A,골목상권,3110532,아현역 2번,11410555,북아현동
A,골목상권,3110533,충정로역 7번,11410555,북아현동
A,골목상권,3110565,홍익대,11440655,서강동
A,골목상권,3110419,수락산디자인거리,11350630,상계1동
A,골목상권,3110530,아현역 1번,11410555,북아현동
A,골목상권,3110531,홍지문,11110550,부암동
A,골목상권,3110577,용강동주민센터,11440590,용강동
A,골목상권,3110578,대흥역 2번,11440610,염리동
A,골목상권,3110551,성서초등학교,11440720,성산1동
A,골목상권,3110552,성미산체육관,11440720,성산1동
A,골목상권,3110590,만리재,11440565,공덕동
A,골목상권,3110591,충정로역 6번,11140680,중림동
A,골목상권,3110592,서울금융고등학교,11470580,신월3동
A,골목상권,3110420,광운대역 1번,11350560,월계1동
A,골목상권,3110468,응암역 3번,11380625,역촌동
A,골목상권,3110469,응암정보도서관,11380600,응암3동
A,골목상권,3110579,마포역 4번,11440585,도화동
A,골목상권,3110429,공릉동 국수거리,11350595,공릉1동
A,골목상권,3110406,도봉산역 1번,11320521,도봉1동
A,골목상권,3110407,도봉역 2번,11320521,도봉1동
A,골목상권,3110408,가인초등학교,11320515,창5동
A,골목상권,3110432,대진고등학교,11350611,하계1동
A,골목상권,3110433,공릉역 2번,11350595,공릉1동
A,골목상권,3110434,태릉입구역 4번,11350595,공릉1동
A,골목상권,3110435,서울과학기술대,11350600,공릉2동
A,골목상권,3110692,큰굴다리,11530740,개봉1동
A,골목상권,3110693,오류동역 4번,11530770,오류1동
A,골목상권,3110694,세곡초등학교,11530730,고척2동
A,골목상권,3110695,개봉1동주민센터,11530730,고척2동
A,골목상권,3110696,오류동역 1번,11530750,개봉2동
A,골목상권,3110663,우장산롯데캐슬아파트앞,11500591,화곡6동
A,골목상권,3110664,강서구청옆,11500591,화곡6동
A,골목상권,3110665,곰달래도서관,11500550,화곡2동
A,골목상권,3110666,KC대학교,11500591,화곡6동
A,골목상권,3110667,가양역 10번,11500535,등촌3동
A,골목상권,3110749,금산초등학교(금천고등학교),11545690,시흥3동
A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),11545700,시흥4동
A,골목상권,3110681,온수역 1번,11530790,수궁동
A,골목상권,3110682,온수역 8번,11530790,수궁동
A,골목상권,3110683,오류고등학교,11530790,수궁동
A,골목상권,3110703,개봉역,11530740,개봉1동
A,골목상권,3110704,고척중학교,11530720,고척1동
A,골목상권,3110705,고산초등학교,11530720,고척1동
A,골목상권,3110706,그라운드 고척,11530720,고척1동
A,골목상권,3110722,G타워,11530540,구로3동
A,골목상권,3110723,가산디지털단지역 1번 출입구,11545510,가산동
A,골목상권,3110724,금천구립가산도서관,11545510,가산동
A,골목상권,3110725,가산동주민센터,11545510,가산동
A,골목상권,3110803,신길2동우편취급국,11560515,영등포본동
A,골목상권,3110804,신풍역 1번,11560680,신길6동
A,골목상권,3110805,신길새마을금고신길4동지점,11560660,신길4동
A,골목상권,3110806,서울시립영등포장애인복지관,11560535,영등포동
A,골목상권,3110733,금천어울림복지센터,11545670,시흥1동
A,골목상권,3110734,금천파출소,11545670,시흥1동
A,골목상권,3110735,말미고개,11545620,독산2동
A,골목상권,3110736,독산119안전센터,11545640,독산4동
A,골목상권,3110755,동일여자고등학교,11545680,시흥2동
A,골목상권,3110756,문래중학교,11560610,양평1동
A,골목상권,3110757,양평역 2번,11560610,양평1동
A,골목상권,3110758,문래소공원,11560605,문래동
A,골목상권,3110807,신길역 3번,11560535,영등포동
A,골목상권,3110774,당산반도유보라팰리스아파트,11560560,당산2동
A,골목상권,3110775,대동초등학교,11560710,대림2동
A,골목상권,3110776,도신초등학교,11560720,대림3동
A,골목상권,3110643,강서구다솔마을,11500620,공항동
A,골목상권,3110644,신광명마을,11500611,발산1동
A,골목상권,3110645,우장산역 4번,11500611,발산1동
A,골목상권,3110790,대림1동주민센터,11560670,신길5동
A,골목상권,3110791,신풍역 3번,11560670,신길5동
A,골목상권,3110792,영등포역 2번,11560585,도림동
A,골목상권,3110793,대림썬프라자,11560700,대림1동
A,골목상권,3110808,신길역 1번,11560515,영등포본동
A,골목상권,3110809,장훈고등학교,11560515,영등포본동
A,골목상권,3110653,화곡역 2번,11500615,우장산동
A,골목상권,3110608,신월2동주민센터,11470570,신월2동
A,골목상권,3110609,신정네거리역 2번,11470640,신정3동
A,골목상권,3110610,계남근린공원,11470640,신정3동
A,골목상권,3110699,덕의초등학교,11530730,고척2동
A,골목상권,3110700,고척초등학교,11530720,고척1동
A,골목상권,3110623,갈산공원,11470680,신정7동
A,골목상권,3110624,목동문화체육센터,11470520,목2동
A,골목상권,3110625,신정2동주민센터,11470630,신정2동
A,골목상권,3110626,양화초등학교,11470520,목2동
A,골목상권,3110654,까치산역 4번,11500540,화곡1동
A,골목상권,3110655,발산역 5번,11500615,우장산동
A,골목상권,3110562,연트럴파크(연남동주민센터),11440710,연남동
A,골목상권,3110563,상수역 3번,11440655,서강동
A,골목상권,3110751,난곡중학교,11545630,독산3동
A,골목상권,3110752,한울중학교,11545700,시흥4동
A,골목상권,3110684,서울공연예술고등학교,11530790,수궁동
A,골목상권,3110685,금강수목원아파트,11530780,오류2동
A,골목상권,3110686,수궁동주민센터,11530790,수궁동
A,골목상권,3110707,구로창업지원센터,11530510,신도림동
A,골목상권,3110708,화원어린이공원,11530530,구로2동
A,골목상권,3110709,구로119안전센터,11530530,구로2동
A,골목상권,3110710,남구로역 3번,11530530,구로2동
A,골목상권,3110711,구로초등학교,11530530,구로2동
A,골목상권,3110712,남구로역 5번,11530550,구로4동
A,골목상권,3110668,화곡2동주민센터,11500550,화곡2동
A,골목상권,3110669,화곡보람2차아파트,11500591,화곡6동
A,골목상권,3110670,신곡초등학교,11500570,화곡4동
A,골목상권,3110726,금천철쭉어린이공원(금하마을),11545610,독산1동
A,골목상권,3110815,공군호텔,11560630,신길1동
A,골목상권,3110816,대방역 6번,11560630,신길1동
A,골목상권,3110737,금천세무서,11545630,독산3동
A,골목상권,3110738,문성초등학교,11545630,독산3동
A,골목상권,3110739,시흥3동 우편취급국,11545690,시흥3동
A,골목상권,3110713,구로보건소,11530560,구로5동
A,골목상권,3110759,문래예술촌(문래창작촌),11560605,문래동
A,골목상권,3110760,선유도역 6번,11560620,양평2동
A,골목상권,3110761,문래동남성맨션,11560605,문래동
A,골목상권,3110762,선유도역 1번,11560620,양평2동
A,골목상권,3110612,신정역 5번,11470650,신정4동
A,골목상권,3110613,신정네거리역 4번,11470620,신정1동
A,골목상권,3110614,목동로데오거리,11470650,신정4동
A,골목상권,3110615,신서초등학교,11470620,신정1동
A,골목상권,3110616,양목초등학교,11470650,신정4동
A,골목상권,3110646,푸른들청소년도서관,11500560,화곡3동
A,골목상권,3110647,화곡역 5번,11500540,화곡1동
A,골목상권,3110648,양천향교역 7번,11500603,가양1동
A,골목상권,3110794,영동초등학교,11560560,당산2동
A,골목상권,3110795,도림초등학교,11560650,신길3동
A,골목상권,3110796,한림대학교한강성심병원,11560535,영등포동
A,골목상권,3110797,KT대방빌딩,11560680,신길6동
A,골목상권,3110596,서서울호수공원,11470580,신월3동
A,골목상권,3110597,신월1동주민센터,11470560,신월1동
A,골목상권,3110598,신월문화체육센터,11470611,신월7동
A,골목상권,3110599,신월1파출소,11470560,신월1동
A,골목상권,3110416,노원초등학교,11350630,상계1동
A,골목상권,3110417,월계역 3번,11350570,월계2동
A,골목상권,3110418,광운대학교 남단,11350560,월계1동
A,골목상권,3110465,연신내역 7번,11380551,갈현1동
A,골목상권,3110701,고척동성당,11530730,고척2동
A,골목상권,3110702,개봉초등학교,11530760,개봉3동
A,골목상권,3110627,신정롯데캐슬아파트,11470630,신정2동
A,골목상권,3110628,신목동역,11470520,목2동
A,골목상권,3110629,송정역 4번,11500620,공항동
A,골목상권,3110630,공항시장역 1번,11500640,방화2동
A,골목상권,3110631,방화초등학교,11500640,방화2동
A,골목상권,3110656,까치산역 3번,11500540,화곡1동
A,골목상권,3110657,양천향교역 5번,11500603,가양1동
A,골목상권,3110658,화곡초등학교,11500590,화곡본동
A,골목상권,3110659,화곡역 4번,11500590,화곡본동
A,골목상권,3110714,구로4동주민센터,11530550,구로4동
A,골목상권,3110727,독산역 1번 출입구,11545610,독산1동
A,골목상권,3110728,두산초등학교,11545610,독산1동
A,골목상권,3110729,가산동우체국,11545510,가산동
A,골목상권,3110777,구로세무서,11560605,문래동
A,골목상권,3110753,시흥동 은행나무사거리,11545710,시흥5동
A,골목상권,3110754,삼성산자연공원(서울금천초등학교),11545710,시흥5동
A,골목상권,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",11530780,오류2동
A,골목상권,3110688,오류지구대,11530770,오류1동
A,골목상권,3110715,구로구민회관,11530560,구로5동
A,골목상권,3110716,구로나눔길,11530530,구로2동
A,골목상권,3110717,남구로역 2번,11530595,가리봉동
A,골목상권,3110763,영등포구청역 2번,11560550,당산1동
A,골목상권,3110764,문래역 3번,11560550,당산1동
A,골목상권,3110671,등촌1동주민센터,11500520,등촌1동
A,골목상권,3110672,백석중학교,11500530,등촌2동
A,골목상권,3110673,뜸부기어린이공원,11500570,화곡4동
A,골목상권,3110674,강서구청가양동별관,11500605,가양3동
A,골목상권,3110813,보라매역 6번,11560680,신길6동
A,골목상권,3110814,서울지방병무청,11560690,신길7동
A,골목상권,3110649,우장산역 1번,11500615,우장산동
A,골목상권,3110740,금천해태공원,11545670,시흥1동
A,골목상권,3110741,독산2동주민센터,11545620,독산2동
A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),11545670,시흥1동
A,골목상권,3110798,신풍역 2번,11560680,신길6동
A,골목상권,3110765,문래동사거리,11560605,문래동
A,골목상권,3110766,대림역 5번,11560720,대림3동
A,골목상권,3110767,도림동주민센터,11560585,도림동
A,골목상권,3110600,신월7동주민센터,11470611,신월7동
A,골목상권,3110466,구산역 2번,11380625,역촌동
A,골목상권,3110467,은평요양병원,11380551,갈현1동
A,골목상권,3110514,서대문우체국,11410585,신촌동
A,골목상권,3110650,우장산힐스테이트,11500615,우장산동
A,골목상권,3110651,화원중학교,11500540,화곡1동
A,골목상권,3110652,양천향교역 2번,11500603,가양1동
A,골목상권,3110799,영등포본동주민센터,11560515,영등포본동
A,골목상권,3110800,영등포동성당,11560535,영등포동
A,골목상권,3110801,신풍역 6번(신길6동공영주차장),11560680,신길6동
A,골목상권,3110802,신길동홍어거리,11560660,신길4동
A,골목상권,3110601,신월1동우편취급국,11470560,신월1동
A,골목상권,3110602,신월시영아파트중문,11470611,신월7동
A,골목상권,3110603,지향초등학교,11470640,신정3동
A,골목상권,3110660,등촌3동주민센터,11500535,등촌3동
A,골목상권,3110778,구로디지털단지역 4번,11560710,대림2동
A,골목상권,3110779,대림갑을명가아파트,11560700,대림1동
A,골목상권,3110611,신정역 1번,11470650,신정4동
A,골목상권,3110784,신대림초등학교,11560700,대림1동
A,골목상권,3110785,영등포푸르지오아파트,11560585,도림동
A,골목상권,3110617,등촌역 4번,11470530,목3동
A,골목상권,3110618,강서고등학교,11470540,목4동
A,골목상권,3110619,목4동주민센터,11470540,목4동
A,골목상권,3110632,방화역 3번,11500630,방화1동
A,골목상권,3110633,개화산역 1번,11500640,방화2동
A,골목상권,3110634,송정역 3번,11500620,공항동
A,골목상권,3110661,강서새말어린이공원,11500591,화곡6동
A,골목상권,3110662,까치산역 1번,11500593,화곡8동
A,골목상권,3110718,한국SGI본부,11530560,구로5동
A,골목상권,3110745,독산동정훈단지,11545620,독산2동
A,골목상권,3110746,금천금빛공원(은행나무사거리서측),11545670,시흥1동
A,골목상권,3110747,석수역 1번 출입구,11545690,시흥3동
A,골목상권,3110675,화곡4동주민센터,11500570,화곡4동
A,골목상권,3110676,등촌역 7번,11500530,등촌2동
A,골목상권,3110677,등촌역 1번,11500520,등촌1동
A,골목상권,3110678,염창무학아파트,11500510,염창동
A,골목상권,3110679,염창역 2번,11500510,염창동
A,골목상권,3110680,온수역 5번(온수산업단지),11530790,수궁동
A,골목상권,3110689,오류동역 3번,11530770,오류1동
A,골목상권,3110690,오류2동버들시장,11530780,오류2동
A,골목상권,3110691,개봉중학교,11530740,개봉1동
A,골목상권,3110719,영서중학교,11530540,구로3동
A,골목상권,3110720,대림역 2번,11530550,구로4동
A,골목상권,3110721,가리봉파출소,11530595,가리봉동
A,골목상권,3110768,도림2동유수지내체육시설,11560585,도림동
A,골목상권,3110817,대방역 4번,11560630,신길1동
A,골목상권,3110818,신대방역 3번,11590670,신대방1동
A,골목상권,3110819,신대방역 4번,11590670,신대방1동
A,골목상권,3110820,성남고등학교,11590660,대방동
A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),11545610,독산1동
A,골목상권,3110731,금천구청역 1번 출입구,11545670,시흥1동
A,골목상권,3110732,가산초등학교(세일중학교),11545610,독산1동
A,골목상권,3110743,시흥초등학교(시흥1동우체국),11545670,시흥1동
A,골목상권,3110744,독산동성당,11545640,독산4동
A,골목상권,3110769,대림차이나타운(대림역 12번),11560710,대림2동
A,골목상권,3110770,영등포구청역 6번,11560550,당산1동
A,골목상권,3110771,대림역 11번,11560710,대림2동
A,골목상권,3110772,신우어린이공원,11560720,대림3동
A,골목상권,3110773,당산역 13번,11560620,양평2동
A,골목상권,3110639,신방화역 8번,11500630,방화1동
A,골목상권,3110640,방화역 1번,11500641,방화3동
A,골목상권,3110641,공항고등학교,11500630,방화1동
A,골목상권,3110642,정곡초등학교,11500641,방화3동
A,골목상권,3110786,당산역 8번,11560560,당산2동
A,골목상권,3110787,신길3동주민센터,11560650,신길3동
A,골목상권,3110788,영등포시장역 3번,11560535,영등포동
A,골목상권,3110789,대림성모병원,11560700,대림1동
A,골목상권,3110810,영신초등학교,11560630,신길1동
A,골목상권,3110811,보라매역 4번,11560680,신길6동
A,골목상권,3110812,신길6동주민센터,11560680,신길6동
A,골목상권,3110604,신월4동주민센터,11470590,신월4동
A,골목상권,3110605,목동센트럴아이파크앞,11470610,신월6동
A,골목상권,3110606,신한은행 신월동지점,11470590,신월4동
A,골목상권,3110607,금빛새마을금고본점,11470570,신월2동
A,골목상권,3110697,개봉3동주민센터,11530760,개봉3동
A,골목상권,3110698,개웅초등학교(개웅중학교),11530760,개봉3동
A,골목상권,3110748,백산초등학교,11545710,시흥5동
A,골목상권,3110620,목동보건지소,11470540,목4동
A,골목상권,3110621,목동역 5번,11470510,목1동
A,골목상권,3110622,달마을공원,11470520,목2동
A,골목상권,3110635,공항시장역 3번,11500620,공항동
A,골목상권,3110636,방화역 2번,11500630,방화1동
A,골목상권,3110637,송정역 2번,11500620,공항동
A,골목상권,3110638,신방화역 2번,11500630,방화1동
A,골목상권,3111026,문정역 2번,11710641,문정1동
A,골목상권,3111027,문정초등학교,11710641,문정1동
A,골목상권,3111025,경찰병원역 3번,11710632,가락2동
A,골목상권,3110830,상도초등학교,11590560,상도4동
A,골목상권,3110831,상도4동주민센터,11590560,상도4동
A,골목상권,3110880,신림역 1번,11620645,서원동
A,골목상권,3110881,구립대학경로당(관악산샘말공원),11620735,대학동
A,골목상권,3110882,신성초등학교,11620665,서림동
A,골목상권,3110942,염곡동 구룡사(포이동성당),11650652,양재2동
A,골목상권,3110943,법제교육센터(버들어린이공원),11650652,양재2동
A,골목상권,3110944,서울나래학교(염곡어린이공원),11650660,내곡동
A,골목상권,3110968,강남구청역 2번,11680531,논현2동
A,골목상권,3110969,베르사이유1아파트,11680650,역삼2동
A,골목상권,3110970,학동초등학교,11680531,논현2동
A,골목상권,3110971,선정릉역 4번,11680640,역삼1동
A,골목상권,3110972,강남세브란스병원미래의학연구센터,11680650,역삼2동
A,골목상권,3110973,강남구청역 4번,11680565,청담동
A,골목상권,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),11710570,오금동
A,골목상권,3111017,송파나루역 3번,11710562,방이2동
A,골목상권,3111018,풍납초등학교(풍납백제문화공원),11710510,풍납1동
A,골목상권,3111041,거여역 8번,11710531,거여1동
A,골목상권,3111042,거여역 1번(거여공원),11710531,거여1동
A,골목상권,3110848,양지어린이공원,11590620,사당1동
A,골목상권,3111077,길동주민센터(강동도서관),11740685,길동
A,골목상권,3111028,문현중학교(장지역 1번),11710646,장지동
A,골목상권,3111050,강동구청(강동구청역 2번),11740640,성내1동
A,골목상권,3111051,천호역 6번,11740650,성내2동
A,골목상권,3111052,암사역 3번(천호동자전거거리),11740610,천호2동
A,골목상권,3111053,성내천어린이공원(하니사랑길),11740640,성내1동
A,골목상권,3110823,신대방삼거리역 3번,11590680,신대방2동
A,골목상권,3110824,대방역 3번,11590660,대방동
A,골목상권,3110825,신대방삼거리역 1번,11590550,상도3동
A,골목상권,3110871,신원동주민센터,11620655,신원동
A,골목상권,3110849,이수역 10번,11590640,사당3동
A,골목상권,3110898,청림동주민센터(상도중학교),11620545,청림동
A,골목상권,3110899,낙성대역 5번(관악중학교),11620575,행운동
A,골목상권,3111029,오금역 4번,11710632,가락2동
A,골목상권,3111030,방이역 2번,11710570,오금동
A,골목상권,3110856,미성초등학교,11620765,미성동
A,골목상권,3110857,미성동주민센터,11620765,미성동
A,골목상권,3110858,신대방역 1번,11620685,신사동
A,골목상권,3110859,난향초등학교,11620715,난향동
A,골목상권,3110872,신림초등학교,11620655,신원동
A,골목상권,3110873,당곡중학교,11620525,보라매동
A,골목상권,3110926,신중초등학교,11650530,서초3동
A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),11620625,인헌동
A,골목상권,3110983,국립국악고등학교,11680690,개포4동
A,골목상권,3110984,포이초등학교(개포목련어린이공원),11680690,개포4동
A,골목상권,3110985,청담근린공원,11680565,청담동
A,골목상권,3110986,삼성중앙역 7번,11680590,삼성2동
A,골목상권,3110987,영동대교남단,11680565,청담동
A,골목상권,3110832,노량진초등학교,11590510,노량진1동
A,골목상권,3110833,상도역 2번,11590540,상도2동
A,골목상권,3110834,동작구자원봉사센터,11590510,노량진1동
A,골목상권,3110909,남태령역(서울전자고등학교),11650610,방배2동
A,골목상권,3110910,내방역 5번,11650621,방배4동
A,골목상권,3110911,방배배수지체육공원,11650620,방배3동
A,골목상권,3110912,방배동사이길,11650590,방배본동
A,골목상권,3111002,한국교통안전공단 강남자동차검사소,11680700,세곡동
A,골목상권,3110927,잠원역,11650540,잠원동
A,골목상권,3110928,서초우방유쉘아파트,11650530,서초3동
A,골목상권,3110929,남부터미널역 1번,11650510,서초1동
A,골목상권,3110988,청담역 3번,11680580,삼성1동
A,골목상권,3110989,대치동아우편취급국,11680630,대치4동
A,골목상권,3110990,청담역 12번,11680565,청담동
A,골목상권,3110991,삼성중앙역 5번,11680580,삼성1동
A,골목상권,3111054,암사역 4번(삼성광나루아파트),11740580,암사2동
A,골목상권,3111055,선사초등학교,11740580,암사2동
A,골목상권,3111056,천호태영아파트,11740620,천호3동
A,골목상권,3111057,천호공원(해공체육문화센터),11740610,천호2동
A,골목상권,3110883,은천초등학교(은천교앞),11620525,보라매동
A,골목상권,3110884,봉천역 4번(봉천110안전센터),11620605,은천동
A,골목상권,3111003,삼전역 4번,11710650,잠실본동
A,골목상권,3111004,삼전역 1번,11710650,잠실본동
A,골목상권,3111005,삼전역 3번,11710610,삼전동
A,골목상권,3111006,석촌고분역 1번,11710610,삼전동
A,골목상권,3111059,강동역 4번(강풀만화거리),11740650,성내2동
A,골목상권,3110829,장승배기역 5번,11590520,노량진2동
A,골목상권,3110877,신림역 8번,11620695,신림동
A,골목상권,3111058,성내중학교,11740640,성내1동
A,골목상권,3110850,사당역 10번,11590620,사당1동
A,골목상권,3110851,경문고등학교(동작동성당),11590630,사당2동
A,골목상권,3110945,본마을노인복지센터(서초구립내곡도서관),11650660,내곡동
A,골목상권,3110946,청계산원터골,11650652,양재2동
A,골목상권,3110947,청계산입구역 2번(내곡동주민센터),11650660,내곡동
A,골목상권,3111060,암사역 2번(서울강동초등학교),11740610,천호2동
A,골목상권,3110860,호림박물관(성보고등학교),11620765,미성동
A,골목상권,3110861,관악구신사동주민센터,11620685,신사동
A,골목상권,3111019,한성백제역 3번,11710562,방이2동
A,골목상권,3111020,방이동고분군(방산고등학교),11710561,방이1동
A,골목상권,3110901,인헌고등학교(인헌중학교),11620625,인헌동
A,골목상권,3110902,사당역 4번,11620630,남현동
A,골목상권,3110903,방배아이파크아파트,11650590,방배본동
A,골목상권,3111031,장지동주민센터(한림연예예술고교),11710646,장지동
A,골목상권,3111032,방이역 1번,11710570,오금동
A,골목상권,3110862,난곡초등학교(난곡동벽화마을),11620775,난곡동
A,골목상권,3110913,방현초등학교(방배119안전센터),11650620,방배3동
A,골목상권,3110914,내방역 6번,11650621,방배4동
A,골목상권,3110930,서초동성당,11650510,서초1동
A,골목상권,3110931,삼성전자서울R&D(서울우면초등학교),11650651,양재1동
A,골목상권,3110932,서울시인재개발원,11650510,서초1동
A,골목상권,3110933,한국상담대학원대학교,11650510,서초1동
A,골목상권,3110934,우면주공아파트,11650651,양재1동
A,골목상권,3110935,한전아트센터,11650520,서초2동
A,골목상권,3110992,도곡초등학교,11680630,대치4동
A,골목상권,3110993,개포지하차도 북측,11680660,개포1동
A,골목상권,3110994,개포고등학교,11680670,개포2동
A,골목상권,3110995,봉은사역 4번,11680580,삼성1동
A,골목상권,3110996,대치2동주민센터,11680610,대치2동
A,골목상권,3110835,상도역 1번,11590530,상도1동
A,골목상권,3110836,상도역 5번,11590530,상도1동
A,골목상권,3110915,서래초등학교,11650590,방배본동
A,골목상권,3111007,석촌고분역 4번,11710610,삼전동
A,골목상권,3111008,석촌고분역 3번,11710600,석촌동
A,골목상권,3110878,미림여고,11620745,삼성동
A,골목상권,3110879,신림현대아파트,11620745,삼성동
A,골목상권,3110936,더케이호텔(양재리본타워2단지아파트),11650652,양재2동
A,골목상권,3110937,방아다리근린공원(횃불트리니티신학대학원대학교),11650651,양재1동
A,골목상권,3110938,바우뫼공원,11650651,양재1동
A,골목상권,3111043,마천공원,11710550,마천2동
A,골목상권,3111044,남천초등학교,11710550,마천2동
A,골목상권,3110885,영락고등학교,11620665,서림동
A,골목상권,3110886,관악해태어린이공원,11620665,서림동
A,골목상권,3110887,서울산업정보학교(서울삼성초등학교),11620735,대학동
A,골목상권,3110948,헌인가구단지,11650660,내곡동
A,골목상권,3111009,송파책박물관,11710600,석촌동
A,골목상권,3111010,석촌역 7번,11710600,석촌동
A,골목상권,3111011,잠실나루역,11710690,잠실4동
A,골목상권,3111012,석촌역 6번,11710600,석촌동
A,골목상권,3111013,송파나루역 1번(송리단길),11710580,송파1동
A,골목상권,3111045,개미어린이공원,11710532,거여2동
A,골목상권,3111046,마천역(마천초등학교),11710540,마천1동
A,골목상권,3111047,마천1치안센터,11710540,마천1동
A,골목상권,3110826,장승배기역 4번,11590540,상도2동
A,골목상권,3110827,NH농협은행 상도동지점,11590560,상도4동
A,골목상권,3110828,노량진역 6번,11590520,노량진2동
A,골목상권,3110852,이수역 9번,11590620,사당1동
A,골목상권,3110853,KT구로지사,11620725,조원동
A,골목상권,3110854,조원동주민센터,11620725,조원동
A,골목상권,3110855,신대방역 2번,11620725,조원동
A,골목상권,3110949,한남IC,11680510,신사동
A,골목상권,3110950,논현역 7번,11680521,논현1동
A,골목상권,3110951,신사은행나무공원,11680510,신사동
A,골목상권,3110952,논현목련공원,11680521,논현1동
A,골목상권,3110953,학동근린공원,11680521,논현1동
A,골목상권,3110954,국기원,11680640,역삼1동
A,골목상권,3110955,논현초등학교,11680521,논현1동
A,골목상권,3110956,언주역 8번,11680640,역삼1동
A,골목상권,3111048,천호역 1번(천호문구완구거리),11740610,천호2동
A,골목상권,3111049,천호지구대(천호동자전거거리),11740610,천호2동
A,골목상권,3110863,난우초등학교,11620765,미성동
A,골목상권,3111021,방이역 4번,11710561,방이1동
A,골목상권,3111022,석촌중학교(방이육교),11710620,가락본동
A,골목상권,3111023,문정역 1번,11710641,문정1동
A,골목상권,3110904,이수역 5번,11650610,방배2동
A,골목상권,3110905,방배노인종합복지관(이수중학교),11650610,방배2동
A,골목상권,3110906,서문여고,11650621,방배4동
A,골목상권,3110907,방배초등학교,11650621,방배4동
A,골목상권,3110908,구반포역,11650550,반포본동
A,골목상권,3111033,문정동성당,11710646,장지동
A,골목상권,3111034,오동나무공원(송파레미니스1단지),11710570,오금동
A,골목상권,3110864,신림우방아파트,11620685,신사동
A,골목상권,3110865,남강고등학교(남강중학교),11620775,난곡동
A,골목상권,3110916,내방역 4번,11650600,방배1동
A,골목상권,3110939,양재역 8번(양재동우체국),11650651,양재1동
A,골목상권,3110940,양재근린공원(양재2동주민센터),11650652,양재2동
A,골목상권,3110941,언남고등학교,11650652,양재2동
A,골목상권,3111024,경찰병원역 4번(건너말공원),11710620,가락본동
A,골목상권,3110997,대청초등학교,11680730,일원1동
A,골목상권,3110998,은곡마을(은곡마을공원),11680700,세곡동
A,골목상권,3110999,윗방죽마을공원,11680700,세곡동
A,골목상권,3111000,대왕초등학교(세곡동사거리서남측),11680700,세곡동
A,골목상권,3111001,아래방죽마을공원(율현초등학교),11680700,세곡동
A,골목상권,3110837,숭실대입구역 1번,11590530,상도1동
A,골목상권,3110838,상도1동주민센터앞,11590530,상도1동
A,골목상권,3110839,숭실대입구역 4번,11590530,상도1동
A,골목상권,3110888,청룡동주민센터,11620595,청룡동
A,골목상권,3110917,서초소방서,11650581,반포4동
A,골목상권,3110918,방배역 3번,11650600,방배1동
A,골목상권,3110919,내방역 8번,11650621,방배4동
A,골목상권,3110920,방배역 2번(백석예술대학교),11650620,방배3동
A,골목상권,3110874,원신초등학교(구세군관악영문교회),11620745,삼성동
A,골목상권,3110875,보라매동주민센터(당곡고등학교),11620525,보라매동
A,골목상권,3110876,서원동주민센터(신관중학교),11620645,서원동
A,골목상권,3111089,상일여고(상일초등학교),11740520,상일동
A,골목상권,3111090,강일동주민센터,11740515,강일동
A,골목상권,3111061,암사역 1번,11740570,암사1동
A,골목상권,3111062,둔촌동역 3번(성내3동주민센터),11740660,성내3동
A,골목상권,3110889,봉천역 6번,11620605,은천동
A,골목상권,3110890,봉천역 1번(관악초등학교),11620595,청룡동
A,골목상권,3110891,구암초등학교,11620565,성현동
A,골목상권,3110957,언북중학교,11680531,논현2동
A,골목상권,3110958,역삼역 4번,11680640,역삼1동
A,골목상권,3110959,신구중학교,11680545,압구정동
A,골목상권,3110960,은광여고,11680655,도곡1동
A,골목상권,3111014,송파나루역 2번,11710562,방이2동
A,골목상권,3111015,석촌역 3번,11710580,송파1동
A,골목상권,3111016,송파역 2번,11710590,송파2동
A,골목상권,3111038,보인중학교,11710570,오금동
A,골목상권,3111039,벌말어린이공원,11710570,오금동
A,골목상권,3110843,사당5동주민센터,11590651,사당5동
A,골목상권,3110844,흑석2치안센터,11590605,흑석동
